S,I,D,R,steps
7.0,33.0,60.0,0.0,148.0
3.0,35.0,62.0,0.0,154.0
3.0,38.0,59.0,0.0,152.0
5.0,39.0,56.0,0.0,145.0
5.0,36.0,59.0,0.0,154.0
7.0,36.0,57.0,0.0,145.0
4.0,38.0,58.0,0.0,152.0
5.0,29.0,66.0,0.0,157.0
6.0,37.0,57.0,0.0,147.0
8.0,35.0,57.0,0.0,148.0
3.0,38.0,59.0,0.0,152.0
10.0,33.0,57.0,0.0,143.0
5.0,32.0,63.0,0.0,155.0
5.0,35.0,60.0,0.0,158.0
3.0,35.0,62.0,0.0,155.0
9.0,25.0,66.0,0.0,151.0
5.0,24.0,71.0,0.0,169.0
6.0,37.0,57.0,0.0,149.0
1.0,28.0,71.0,0.0,168.0
4.0,32.0,64.0,0.0,154.0
4.0,38.0,58.0,0.0,156.0
5.0,33.0,62.0,0.0,155.0
6.0,31.0,63.0,0.0,154.0
3.0,35.0,62.0,0.0,154.0
7.0,29.0,64.0,0.0,156.0
4.0,35.0,61.0,0.0,158.0
5.0,33.0,62.0,0.0,159.0
6.0,33.0,61.0,0.0,152.0
6.0,35.0,59.0,0.0,152.0
4.0,33.0,63.0,0.0,157.0
6.0,35.0,59.0,0.0,151.0
3.0,33.0,64.0,0.0,161.0
8.0,27.0,65.0,0.0,149.0
9.0,29.0,62.0,0.0,154.0
7.0,21.0,72.0,0.0,162.0
5.0,42.0,53.0,0.0,150.0
5.0,36.0,59.0,0.0,153.0
5.0,30.0,65.0,0.0,163.0
2.0,28.0,70.0,0.0,164.0
3.0,29.0,68.0,0.0,164.0
5.0,27.0,68.0,0.0,164.0
2.0,30.0,68.0,0.0,165.0
3.0,32.0,65.0,0.0,161.0
7.0,27.0,66.0,0.0,157.0
7.0,30.0,63.0,0.0,152.0
6.0,34.0,60.0,0.0,151.0
5.0,31.0,64.0,0.0,161.0
9.0,36.0,55.0,0.0,141.0
7.0,32.0,61.0,0.0,148.0
5.0,30.0,65.0,0.0,160.0
5.0,32.0,63.0,0.0,156.0
6.0,29.0,65.0,0.0,156.0
7.0,30.0,63.0,0.0,152.0
3.0,32.0,65.0,0.0,158.0
7.0,34.0,59.0,0.0,151.0
5.0,37.0,58.0,0.0,155.0
9.0,28.0,63.0,0.0,154.0
8.0,28.0,64.0,0.0,158.0
