infections,diagnosed,susceptible,steps
39.0,57.0,4.0,14573.0
45.0,47.0,8.0,16312.0
50.0,45.0,5.0,16108.0
40.0,57.0,3.0,15472.0
35.0,61.0,4.0,15042.0
45.0,49.0,6.0,15478.0
31.0,62.0,7.0,15804.0
39.0,56.0,5.0,15276.0
39.0,55.0,6.0,15931.0
36.0,57.0,7.0,15122.0
32.0,62.0,6.0,15766.0
34.0,59.0,7.0,15433.0
35.0,61.0,4.0,15244.0
33.0,63.0,4.0,14211.0
40.0,55.0,5.0,15688.0
29.0,63.0,8.0,14232.0
34.0,60.0,6.0,15294.0
38.0,56.0,6.0,14557.0
35.0,58.0,7.0,15693.0
38.0,59.0,3.0,15373.0
34.0,59.0,7.0,15127.0
34.0,62.0,4.0,15120.0
32.0,58.0,10.0,14120.0
41.0,55.0,4.0,15286.0
37.0,59.0,4.0,14522.0
33.0,62.0,5.0,14978.0
35.0,60.0,5.0,13702.0
37.0,60.0,3.0,15082.0
31.0,62.0,7.0,15244.0
29.0,62.0,9.0,13876.0
38.0,57.0,5.0,14637.0
34.0,61.0,5.0,14387.0
34.0,58.0,8.0,14322.0
32.0,63.0,5.0,14794.0
30.0,63.0,7.0,14365.0
33.0,63.0,4.0,14584.0
32.0,58.0,10.0,14706.0
40.0,51.0,9.0,15547.0
37.0,56.0,7.0,14566.0
33.0,62.0,5.0,14789.0
38.0,55.0,7.0,15873.0
33.0,58.0,9.0,14450.0
34.0,58.0,8.0,14286.0
28.0,68.0,4.0,14493.0
35.0,58.0,7.0,14319.0
28.0,64.0,8.0,14098.0
38.0,55.0,7.0,15119.0
33.0,63.0,4.0,14929.0
43.0,50.0,7.0,15374.0
35.0,58.0,7.0,15184.0
35.0,58.0,7.0,15441.0
39.0,55.0,6.0,15077.0
35.0,55.0,10.0,14610.0
38.0,54.0,8.0,15023.0
39.0,53.0,8.0,14827.0
41.0,53.0,6.0,14495.0
35.0,59.0,6.0,14338.0
29.0,66.0,5.0,15082.0
34.0,63.0,3.0,14663.0
37.0,52.0,11.0,15175.0
37.0,56.0,7.0,15003.0
40.0,55.0,5.0,15417.0
31.0,64.0,5.0,14523.0
28.0,63.0,9.0,14748.0
33.0,58.0,9.0,13615.0
38.0,57.0,5.0,15767.0
37.0,58.0,5.0,15248.0
32.0,61.0,7.0,14456.0
36.0,59.0,5.0,14804.0
36.0,55.0,9.0,15278.0
27.0,65.0,8.0,14180.0
25.0,72.0,3.0,14502.0
35.0,60.0,5.0,15020.0
34.0,60.0,6.0,15161.0
31.0,65.0,4.0,14842.0
42.0,50.0,8.0,16005.0
35.0,57.0,8.0,14901.0
33.0,62.0,5.0,14732.0
31.0,61.0,8.0,14711.0
28.0,65.0,7.0,14456.0
38.0,57.0,5.0,14752.0
38.0,56.0,6.0,16089.0
