infections,diagnosed,susceptible,steps
1.0,11.0,88.0,4188.0
2.0,9.0,89.0,4256.0
3.0,9.0,88.0,4266.0
3.0,7.0,90.0,4273.0
4.0,8.0,88.0,4208.0
5.0,7.0,88.0,4185.0
3.0,9.0,88.0,4200.0
3.0,7.0,90.0,4134.0
3.0,10.0,87.0,3969.0
2.0,10.0,88.0,3975.0
3.0,8.0,89.0,4246.0
2.0,9.0,89.0,4160.0
7.0,7.0,86.0,4245.0
4.0,7.0,89.0,4435.0
3.0,11.0,86.0,3963.0
1.0,9.0,90.0,4094.0
3.0,10.0,87.0,4330.0
3.0,8.0,89.0,4344.0
3.0,7.0,90.0,4192.0
3.0,8.0,89.0,4175.0
2.0,9.0,89.0,4055.0
4.0,9.0,87.0,4276.0
3.0,10.0,87.0,4146.0
4.0,6.0,90.0,4279.0
7.0,7.0,86.0,4283.0
2.0,8.0,90.0,4148.0
1.0,11.0,88.0,4057.0
1.0,9.0,90.0,4050.0
0.0,10.0,90.0,4121.0
2.0,9.0,89.0,4102.0
3.0,8.0,89.0,4305.0
4.0,8.0,88.0,4258.0
2.0,10.0,88.0,4108.0
3.0,8.0,89.0,4137.0
2.0,11.0,87.0,4186.0
4.0,7.0,89.0,4309.0
2.0,9.0,89.0,4305.0
5.0,6.0,89.0,4133.0
6.0,8.0,86.0,4138.0
2.0,9.0,89.0,4186.0
4.0,9.0,87.0,4188.0
4.0,6.0,90.0,4363.0
7.0,8.0,85.0,4223.0
5.0,10.0,85.0,4130.0
4.0,8.0,88.0,4101.0
0.0,11.0,89.0,4224.0
6.0,8.0,86.0,4135.0
5.0,8.0,87.0,4283.0
4.0,11.0,85.0,4151.0
1.0,9.0,90.0,4019.0
3.0,9.0,88.0,4107.0
3.0,7.0,90.0,4453.0
6.0,11.0,83.0,4265.0
3.0,10.0,87.0,4182.0
8.0,6.0,86.0,4469.0
4.0,7.0,89.0,4385.0
2.0,11.0,87.0,4073.0
3.0,8.0,89.0,4200.0
7.0,6.0,87.0,4315.0
1.0,12.0,87.0,4152.0
4.0,6.0,90.0,4283.0
2.0,8.0,90.0,4165.0
2.0,8.0,90.0,4176.0
6.0,8.0,86.0,4304.0
6.0,5.0,89.0,4419.0
2.0,9.0,89.0,4244.0
2.0,8.0,90.0,4401.0
2.0,10.0,88.0,4181.0
3.0,9.0,88.0,4297.0
2.0,11.0,87.0,4249.0
2.0,10.0,88.0,4170.0
5.0,9.0,86.0,4153.0
3.0,10.0,87.0,4231.0
3.0,10.0,87.0,3929.0
3.0,10.0,87.0,4106.0
2.0,10.0,88.0,4210.0
4.0,10.0,86.0,4118.0
5.0,8.0,87.0,4087.0
4.0,11.0,85.0,4110.0
8.0,8.0,84.0,4356.0
2.0,9.0,89.0,4288.0
2.0,12.0,86.0,4086.0
6.0,5.0,89.0,4417.0
1.0,10.0,89.0,4154.0
3.0,7.0,90.0,4260.0
0.0,10.0,90.0,4020.0
2.0,10.0,88.0,4190.0
5.0,11.0,84.0,4130.0
3.0,10.0,87.0,4131.0
2.0,9.0,89.0,4110.0
4.0,10.0,86.0,4179.0
3.0,10.0,87.0,4051.0
5.0,8.0,87.0,4315.0
3.0,7.0,90.0,4455.0
5.0,8.0,87.0,4256.0
3.0,9.0,88.0,4140.0
6.0,7.0,87.0,4334.0
5.0,8.0,87.0,4404.0
3.0,7.0,90.0,4301.0
2.0,9.0,89.0,4008.0
3.0,9.0,88.0,4186.0
1.0,9.0,90.0,4035.0
5.0,9.0,86.0,4354.0
4.0,9.0,87.0,4110.0
5.0,7.0,88.0,4396.0
4.0,7.0,89.0,4150.0
3.0,9.0,88.0,4090.0
4.0,7.0,89.0,4158.0
5.0,8.0,87.0,4189.0
4.0,7.0,89.0,4278.0
5.0,8.0,87.0,4221.0
3.0,7.0,90.0,4041.0
3.0,11.0,86.0,4107.0
3.0,8.0,89.0,4223.0
4.0,7.0,89.0,4409.0
4.0,9.0,87.0,4076.0
4.0,8.0,88.0,4193.0
4.0,9.0,87.0,4035.0
4.0,8.0,88.0,4229.0
