infections,diagnosed,susceptible,steps
29.0,70.0,1.0,2910.0
31.0,69.0,0.0,3112.0
26.0,74.0,0.0,2985.0
25.0,75.0,0.0,3026.0
25.0,75.0,0.0,2982.0
30.0,70.0,0.0,3051.0
35.0,64.0,1.0,3033.0
30.0,70.0,0.0,3057.0
27.0,73.0,0.0,2981.0
27.0,73.0,0.0,2939.0
29.0,71.0,0.0,2967.0
34.0,66.0,0.0,3174.0
26.0,74.0,0.0,2730.0
32.0,68.0,0.0,3198.0
30.0,70.0,0.0,2874.0
24.0,76.0,0.0,2774.0
22.0,78.0,0.0,2670.0
27.0,73.0,0.0,3062.0
30.0,69.0,1.0,3038.0
24.0,76.0,0.0,2872.0
27.0,73.0,0.0,2977.0
26.0,74.0,0.0,2926.0
31.0,69.0,0.0,2987.0
21.0,79.0,0.0,2878.0
21.0,79.0,0.0,2918.0
23.0,77.0,0.0,2718.0
21.0,79.0,0.0,2999.0
36.0,64.0,0.0,3245.0
34.0,66.0,0.0,3193.0
25.0,75.0,0.0,2984.0
31.0,69.0,0.0,3113.0
26.0,74.0,0.0,3208.0
37.0,63.0,0.0,3363.0
28.0,72.0,0.0,2849.0
26.0,74.0,0.0,2925.0
24.0,76.0,0.0,3168.0
26.0,74.0,0.0,3031.0
33.0,67.0,0.0,3058.0
32.0,68.0,0.0,3332.0
22.0,78.0,0.0,2938.0
32.0,68.0,0.0,3168.0
29.0,70.0,1.0,3118.0
24.0,76.0,0.0,3094.0
29.0,71.0,0.0,3068.0
31.0,69.0,0.0,2858.0
24.0,76.0,0.0,3034.0
28.0,71.0,1.0,2934.0
26.0,74.0,0.0,3157.0
31.0,69.0,0.0,2978.0
24.0,75.0,1.0,2849.0
20.0,80.0,0.0,3130.0
25.0,74.0,1.0,2889.0
23.0,77.0,0.0,2972.0
35.0,65.0,0.0,3093.0
29.0,71.0,0.0,3190.0
30.0,70.0,0.0,2996.0
24.0,75.0,1.0,3085.0
31.0,69.0,0.0,3364.0
25.0,75.0,0.0,2916.0
27.0,73.0,0.0,2934.0
24.0,76.0,0.0,2968.0
28.0,72.0,0.0,3009.0
28.0,72.0,0.0,3024.0
31.0,67.0,2.0,2923.0
27.0,73.0,0.0,3064.0
26.0,73.0,1.0,3116.0
32.0,68.0,0.0,3315.0
29.0,71.0,0.0,3072.0
22.0,78.0,0.0,2758.0
25.0,74.0,1.0,3081.0
29.0,71.0,0.0,3141.0
26.0,74.0,0.0,2954.0
31.0,69.0,0.0,2968.0
21.0,79.0,0.0,3067.0
35.0,65.0,0.0,3119.0
30.0,70.0,0.0,3184.0
28.0,72.0,0.0,3042.0
34.0,66.0,0.0,3210.0
28.0,72.0,0.0,3016.0
29.0,71.0,0.0,3123.0
35.0,65.0,0.0,3025.0
37.0,62.0,1.0,3171.0
27.0,73.0,0.0,2996.0
32.0,67.0,1.0,3042.0
30.0,70.0,0.0,3299.0
24.0,76.0,0.0,2843.0
30.0,70.0,0.0,3224.0
29.0,70.0,1.0,2984.0
31.0,69.0,0.0,3146.0
26.0,74.0,0.0,3091.0
26.0,74.0,0.0,2958.0
28.0,72.0,0.0,3046.0
24.0,75.0,1.0,3001.0
25.0,75.0,0.0,3022.0
25.0,75.0,0.0,3000.0
20.0,80.0,0.0,2857.0
30.0,70.0,0.0,3233.0
21.0,78.0,1.0,3006.0
28.0,72.0,0.0,3116.0
27.0,73.0,0.0,2882.0
36.0,64.0,0.0,3043.0
23.0,75.0,2.0,3099.0
25.0,75.0,0.0,3096.0
33.0,67.0,0.0,3132.0
29.0,71.0,0.0,2911.0
28.0,70.0,2.0,2899.0
26.0,73.0,1.0,3009.0
28.0,72.0,0.0,3004.0
33.0,67.0,0.0,3294.0
25.0,75.0,0.0,2902.0
30.0,70.0,0.0,3085.0
31.0,69.0,0.0,3128.0
25.0,75.0,0.0,3138.0
20.0,80.0,0.0,2879.0
27.0,72.0,1.0,3006.0
29.0,71.0,0.0,3006.0
23.0,77.0,0.0,2747.0
22.0,78.0,0.0,2782.0
29.0,70.0,1.0,3090.0
21.0,79.0,0.0,2899.0
24.0,76.0,0.0,2820.0
27.0,72.0,1.0,3055.0
26.0,73.0,1.0,3317.0
41.0,59.0,0.0,3259.0
28.0,72.0,0.0,3147.0
18.0,82.0,0.0,2949.0
26.0,74.0,0.0,2965.0
29.0,70.0,1.0,2934.0
36.0,64.0,0.0,3152.0
26.0,74.0,0.0,2914.0
30.0,70.0,0.0,2943.0
25.0,75.0,0.0,3096.0
26.0,73.0,1.0,2999.0
31.0,69.0,0.0,3103.0
27.0,73.0,0.0,2929.0
30.0,70.0,0.0,3303.0
31.0,69.0,0.0,3080.0
22.0,78.0,0.0,2899.0
