inf_prop,diag_prop,i0,beta_measure,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,total_immunized
0.55,0.5,5.0,1.0,2.942857142857143,7.7447789115407755,3.4597974599357664,2.6847659729016726,2.3222919210745383,2.515887398151996,0.7994423409871827,0.741181819201119,0.5538512069339757,0.7646660982441724,1.273592746169623,1.09126225505541,0.6392012844217827,0.790142584354567,1.0098640493312496,0.1381743725604257,0.1403367783461878,0.1403424383853566,0.14065443185644794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0
0.55,0.5,5.0,1.0,2.942857142857143,5.438156783207,3.8021189633359596,2.7515448460309075,2.6182292330930093,2.3078413803235467,2.589215778393421,2.785775141768232,2.9770267884931627,0.7567631630832924,0.952361272999137,1.1898729367162315,1.220206740170909,1.557615051383877,1.8702169992479196,0.29880039763592847,0.2233983624416985,0.24439194684448207,0.14052280221554164,0.14055787699701244,0.0,0.0,0.0,0.0,0.0,0.0,476.0
0.55,0.5,5.0,1.0,2.942857142857143,4.091624910736136,2.5923089230624523,2.0891296365358016,1.8119371983287722,1.8929153173539623,2.1235388454804163,1.5364282228071224,1.4842687556865775,1.603202282819501,1.9090192275474485,2.2634385138708546,4.145726961192771,1.361330342243331,1.36373313493759,1.7298958711358656,0.8448168118349973,0.8507657377650794,0.8545368860132458,0.8557533527053527,0.8562287811537331,0.0,0.0,0.0,0.0,0.0,318.0
0.55,0.5,5.0,1.0,2.942857142857143,4.622459565364457,3.4853724542731177,2.588631857183199,2.483791224752069,1.6404621337709935,1.7235100846889115,2.0546584727796757,0.7518264324936427,1.132726750955282,0.9580216071104762,1.33169393104413,1.3977128670703425,1.3842855865813786,2.022904761767453,2.6563598743795294,3.914887669954149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0
0.55,0.5,5.0,1.0,2.942857142857143,3.818529542430933,2.935236953110478,2.510616899344522,2.2590927448103497,2.263210327447008,2.43909457507068,2.8882522447783745,2.7664003587711234,3.0774513160138377,0.41371913110845926,0.4996628032273822,0.24372567596185288,0.25749890829281474,0.2790249889598579,0.2994403637020988,0.4025910778955886,0.4035008515541112,0.46510839380666297,0.0962929259604795,0.0964729903986477,0.0,0.0,0.0,0.0,0.0,506.0
0.55,0.5,5.0,1.0,2.942857142857143,4.297411315395636,1.9081144567922217,1.4556695887238036,1.5907776019887307,1.5838022887706036,1.5311757892028715,1.0374952611743737,1.293423666939573,1.5008235756300214,1.9736339522009967,0.3896940836095317,0.3856932846136781,0.3683555703996531,0.13961540501878894,0.14161582354014152,0.14162148357931031,0.1418827902138568,0.1418827902138568,0.14194452635992144,0.14200521715220443,0.14200521715220443,0.14201087719137323,0.14239546586440727,0.0,0.0,326.0
0.55,0.5,5.0,1.0,2.942857142857143,4.294468516522655,2.9513607504042447,2.7891182491323,2.4227431720311112,2.1885358516673343,2.6833864087328716,3.4252304509125824,3.4615745761161523,3.9625452514164845,4.862952505315347,4.924483966449337,4.487034636654308,3.0024712885615994,3.2027898623385043,3.7837656496576386,3.3479143137999534,5.446384604816983,0.5171191053283264,0.5008468549614778,0.561016678037167,0.6317059698779925,0.14058089399656332,0.1405978741140697,0.14246681443551362,0.14258124795747035,379.0
0.55,0.5,5.0,1.0,2.942857142857143,4.406593269238755,2.164899391404063,1.7378147058876618,1.755345875960474,2.077380543701635,2.0285088817980936,2.20422920480698,3.2285875633005325,3.3498957852773943,4.496059354822027,4.277811934759847,3.971419679306364,4.026143906847629,0.6052802394582665,0.6479354811362127,0.23474852922710795,0.28172203902070014,0.4226651220865158,0.4232952652547363,0.42348407189359133,0.42813100939373544,0.42813100939373544,0.0,0.0,0.0,351.0
0.55,0.5,5.0,1.0,2.942857142857143,4.048098025582207,2.393437894335771,2.3372633994837866,1.9497056160949389,1.347374264549284,1.3912949367341365,1.974270227939488,1.1794761017744788,2.007257899302962,2.3351410724446464,2.418611222920401,1.7716579650654096,2.3925897955548163,1.7866662016445143,2.7586816550084405,2.7793450234544457,2.782444657216396,2.801637685193985,2.801637685193985,0.0,0.0,0.0,0.0,0.0,0.0,299.0
0.55,0.5,5.0,1.0,2.942857142857143,4.283214418841023,2.9847425953255904,2.1706606678929212,2.215262754473771,2.194245249279526,1.9762004427730746,1.2478688078486098,1.1667242181970372,1.4315312396558395,1.1007457220717936,0.8026920248278503,1.0475146583296802,1.203192394346275,1.2881375564678341,1.52996301712032,2.459579141678653,2.464768093820765,0.2793051308641878,0.41942115316009104,0.4196592819200004,0.4243948078875836,0.4243948078875836,0.42441211889126434,0.0,0.0,344.0
0.55,0.5,5.0,1.0,2.942857142857143,3.0572642079465178,2.3266637498875986,1.8250760761220641,1.6242729285542812,1.690307081329232,1.8225311377835156,2.1370530698936636,1.7436491710091133,2.099383439371481,2.5917992647540022,2.3928196739910774,1.2758667826592833,1.658149590572984,1.9035068115991516,1.9088210045445488,1.4112985402219278,1.4112985402219278,1.4140908863474098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0
