S,I,D,R,steps
87.0,6.0,7.0,0.0,10.0
84.0,8.0,8.0,0.0,14.0
89.0,3.0,8.0,0.0,9.0
87.0,4.0,9.0,0.0,13.0
85.0,1.0,14.0,0.0,19.0
86.0,5.0,9.0,0.0,13.0
83.0,10.0,7.0,0.0,14.0
84.0,1.0,15.0,0.0,21.0
83.0,5.0,12.0,0.0,21.0
86.0,5.0,9.0,0.0,13.0
87.0,5.0,8.0,0.0,11.0
89.0,4.0,7.0,0.0,9.0
87.0,4.0,9.0,0.0,12.0
84.0,3.0,13.0,0.0,19.0
88.0,1.0,11.0,0.0,13.0
89.0,4.0,7.0,0.0,9.0
87.0,5.0,8.0,0.0,11.0
85.0,3.0,12.0,0.0,17.0
87.0,3.0,10.0,0.0,13.0
86.0,4.0,10.0,0.0,14.0
88.0,5.0,7.0,0.0,9.0
88.0,3.0,9.0,0.0,11.0
84.0,7.0,9.0,0.0,15.0
83.0,4.0,13.0,0.0,20.0
85.0,5.0,10.0,0.0,16.0
87.0,3.0,10.0,0.0,13.0
86.0,3.0,11.0,0.0,16.0
85.0,6.0,9.0,0.0,16.0
86.0,4.0,10.0,0.0,14.0
89.0,3.0,8.0,0.0,9.0
88.0,4.0,8.0,0.0,10.0
84.0,4.0,12.0,0.0,18.0
86.0,6.0,8.0,0.0,12.0
85.0,3.0,12.0,0.0,17.0
89.0,4.0,7.0,0.0,8.0
86.0,1.0,13.0,0.0,17.0
85.0,5.0,10.0,0.0,15.0
83.0,4.0,13.0,0.0,20.0
84.0,6.0,10.0,0.0,17.0
85.0,5.0,10.0,0.0,15.0
86.0,4.0,10.0,0.0,14.0
85.0,4.0,11.0,0.0,17.0
88.0,4.0,8.0,0.0,10.0
86.0,7.0,7.0,0.0,11.0
86.0,3.0,11.0,0.0,15.0
88.0,3.0,9.0,0.0,11.0
87.0,6.0,7.0,0.0,10.0
86.0,7.0,7.0,0.0,11.0
85.0,6.0,9.0,0.0,14.0
83.0,6.0,11.0,0.0,19.0
81.0,7.0,12.0,0.0,22.0
88.0,5.0,7.0,0.0,9.0
78.0,11.0,11.0,0.0,23.0
81.0,6.0,13.0,0.0,22.0
82.0,7.0,11.0,0.0,19.0
84.0,7.0,9.0,0.0,15.0
85.0,5.0,10.0,0.0,15.0
85.0,4.0,11.0,0.0,16.0
85.0,3.0,12.0,0.0,19.0
85.0,4.0,11.0,0.0,16.0
87.0,4.0,9.0,0.0,13.0
83.0,7.0,10.0,0.0,17.0
87.0,7.0,6.0,0.0,9.0
89.0,5.0,6.0,0.0,7.0
89.0,5.0,6.0,0.0,7.0
85.0,4.0,11.0,0.0,17.0
84.0,5.0,11.0,0.0,19.0
83.0,7.0,10.0,0.0,17.0
87.0,2.0,11.0,0.0,14.0
84.0,4.0,12.0,0.0,19.0
84.0,4.0,12.0,0.0,18.0
87.0,5.0,8.0,0.0,12.0
87.0,2.0,11.0,0.0,14.0
81.0,8.0,11.0,0.0,20.0
87.0,3.0,10.0,0.0,13.0
87.0,2.0,11.0,0.0,15.0
82.0,7.0,11.0,0.0,21.0
89.0,1.0,10.0,0.0,11.0
83.0,7.0,10.0,0.0,17.0
86.0,1.0,13.0,0.0,17.0
86.0,4.0,10.0,0.0,14.0
86.0,7.0,7.0,0.0,11.0
86.0,4.0,10.0,0.0,14.0
86.0,6.0,8.0,0.0,12.0
83.0,2.0,15.0,0.0,22.0
88.0,3.0,9.0,0.0,11.0
88.0,3.0,9.0,0.0,11.0
82.0,10.0,8.0,0.0,16.0
82.0,8.0,10.0,0.0,18.0
87.0,4.0,9.0,0.0,13.0
83.0,9.0,8.0,0.0,15.0
81.0,6.0,13.0,0.0,22.0
89.0,3.0,8.0,0.0,9.0
87.0,4.0,9.0,0.0,12.0
86.0,4.0,10.0,0.0,16.0
85.0,4.0,11.0,0.0,16.0
82.0,10.0,8.0,0.0,16.0
87.0,5.0,8.0,0.0,11.0
87.0,1.0,12.0,0.0,15.0
87.0,2.0,11.0,0.0,14.0
83.0,7.0,10.0,0.0,17.0
86.0,6.0,8.0,0.0,12.0
88.0,3.0,9.0,0.0,12.0
82.0,8.0,10.0,0.0,18.0
86.0,7.0,7.0,0.0,12.0
83.0,5.0,12.0,0.0,19.0
88.0,3.0,9.0,0.0,11.0
84.0,3.0,13.0,0.0,19.0
84.0,7.0,9.0,0.0,16.0
87.0,5.0,8.0,0.0,12.0
89.0,4.0,7.0,0.0,10.0
90.0,1.0,9.0,0.0,9.0
87.0,2.0,11.0,0.0,14.0
90.0,3.0,7.0,0.0,7.0
86.0,6.0,8.0,0.0,12.0
87.0,5.0,8.0,0.0,11.0
83.0,6.0,11.0,0.0,19.0
86.0,4.0,10.0,0.0,15.0
88.0,4.0,8.0,0.0,11.0
82.0,8.0,10.0,0.0,18.0
89.0,4.0,7.0,0.0,8.0
85.0,4.0,11.0,0.0,17.0
85.0,6.0,9.0,0.0,14.0
87.0,2.0,11.0,0.0,15.0
86.0,6.0,8.0,0.0,12.0
86.0,7.0,7.0,0.0,11.0
86.0,4.0,10.0,0.0,16.0
85.0,5.0,10.0,0.0,15.0
85.0,5.0,10.0,0.0,15.0
85.0,4.0,11.0,0.0,16.0
81.0,7.0,12.0,0.0,21.0
82.0,7.0,11.0,0.0,20.0
87.0,5.0,8.0,0.0,11.0
87.0,6.0,7.0,0.0,11.0
82.0,6.0,12.0,0.0,20.0
86.0,2.0,12.0,0.0,16.0
87.0,2.0,11.0,0.0,14.0
84.0,7.0,9.0,0.0,16.0
89.0,5.0,6.0,0.0,7.0
88.0,4.0,8.0,0.0,10.0
84.0,6.0,10.0,0.0,16.0
88.0,1.0,11.0,0.0,13.0
81.0,9.0,10.0,0.0,19.0
84.0,9.0,7.0,0.0,13.0
84.0,6.0,10.0,0.0,16.0
86.0,4.0,10.0,0.0,14.0
87.0,6.0,7.0,0.0,11.0
88.0,2.0,10.0,0.0,12.0
83.0,7.0,10.0,0.0,17.0
87.0,3.0,10.0,0.0,13.0
84.0,3.0,13.0,0.0,19.0
90.0,2.0,8.0,0.0,8.0
88.0,4.0,8.0,0.0,11.0
88.0,4.0,8.0,0.0,12.0
83.0,6.0,11.0,0.0,18.0
86.0,5.0,9.0,0.0,13.0
87.0,2.0,11.0,0.0,14.0
84.0,5.0,11.0,0.0,17.0
83.0,8.0,9.0,0.0,16.0
88.0,2.0,10.0,0.0,13.0
84.0,4.0,12.0,0.0,18.0
86.0,7.0,7.0,0.0,11.0
89.0,3.0,8.0,0.0,9.0
87.0,5.0,8.0,0.0,11.0
79.0,9.0,12.0,0.0,23.0
87.0,0.0,13.0,0.0,16.0
87.0,8.0,5.0,0.0,8.0
88.0,3.0,9.0,0.0,13.0
84.0,7.0,9.0,0.0,15.0
86.0,4.0,10.0,0.0,15.0
86.0,5.0,9.0,0.0,13.0
85.0,8.0,7.0,0.0,12.0
82.0,7.0,11.0,0.0,20.0
88.0,3.0,9.0,0.0,11.0
81.0,6.0,13.0,0.0,22.0
87.0,4.0,9.0,0.0,12.0
86.0,5.0,9.0,0.0,13.0
85.0,7.0,8.0,0.0,13.0
87.0,4.0,9.0,0.0,12.0
85.0,4.0,11.0,0.0,16.0
87.0,3.0,10.0,0.0,13.0
88.0,1.0,11.0,0.0,13.0
85.0,6.0,9.0,0.0,14.0
81.0,9.0,10.0,0.0,19.0
89.0,3.0,8.0,0.0,10.0
83.0,7.0,10.0,0.0,18.0
89.0,5.0,6.0,0.0,7.0
87.0,3.0,10.0,0.0,13.0
85.0,7.0,8.0,0.0,14.0
88.0,3.0,9.0,0.0,12.0
82.0,8.0,10.0,0.0,18.0
88.0,2.0,10.0,0.0,13.0
83.0,7.0,10.0,0.0,17.0
83.0,4.0,13.0,0.0,21.0
86.0,7.0,7.0,0.0,11.0
79.0,7.0,14.0,0.0,27.0
87.0,5.0,8.0,0.0,11.0
86.0,5.0,9.0,0.0,13.0
89.0,2.0,9.0,0.0,11.0
86.0,5.0,9.0,0.0,13.0
85.0,3.0,12.0,0.0,17.0
88.0,2.0,10.0,0.0,12.0
86.0,5.0,9.0,0.0,13.0
85.0,4.0,11.0,0.0,17.0
86.0,6.0,8.0,0.0,12.0
85.0,6.0,9.0,0.0,14.0
88.0,4.0,8.0,0.0,10.0
89.0,3.0,8.0,0.0,9.0
83.0,6.0,11.0,0.0,18.0
84.0,5.0,11.0,0.0,17.0
87.0,5.0,8.0,0.0,11.0
87.0,5.0,8.0,0.0,11.0
87.0,2.0,11.0,0.0,14.0
87.0,2.0,11.0,0.0,14.0
86.0,3.0,11.0,0.0,15.0
86.0,5.0,9.0,0.0,14.0
89.0,3.0,8.0,0.0,9.0
82.0,11.0,7.0,0.0,15.0
89.0,4.0,7.0,0.0,9.0
81.0,9.0,10.0,0.0,19.0
88.0,3.0,9.0,0.0,11.0
83.0,4.0,13.0,0.0,20.0
78.0,7.0,15.0,0.0,27.0
84.0,7.0,9.0,0.0,15.0
89.0,3.0,8.0,0.0,9.0
87.0,4.0,9.0,0.0,12.0
86.0,3.0,11.0,0.0,15.0
84.0,9.0,7.0,0.0,13.0
85.0,6.0,9.0,0.0,14.0
81.0,6.0,13.0,0.0,22.0
85.0,2.0,13.0,0.0,18.0
84.0,7.0,9.0,0.0,15.0
83.0,6.0,11.0,0.0,18.0
89.0,5.0,6.0,0.0,7.0
88.0,2.0,10.0,0.0,13.0
80.0,5.0,15.0,0.0,25.0
87.0,5.0,8.0,0.0,12.0
85.0,5.0,10.0,0.0,15.0
86.0,1.0,13.0,0.0,17.0
84.0,2.0,14.0,0.0,20.0
82.0,8.0,10.0,0.0,18.0
79.0,14.0,7.0,0.0,18.0
81.0,4.0,15.0,0.0,25.0
87.0,2.0,11.0,0.0,15.0
84.0,3.0,13.0,0.0,19.0
85.0,8.0,7.0,0.0,13.0
83.0,4.0,13.0,0.0,20.0
89.0,2.0,9.0,0.0,11.0
81.0,6.0,13.0,0.0,22.0
88.0,2.0,10.0,0.0,12.0
81.0,4.0,15.0,0.0,24.0
85.0,5.0,10.0,0.0,15.0
86.0,7.0,7.0,0.0,13.0
87.0,2.0,11.0,0.0,14.0
86.0,4.0,10.0,0.0,14.0
83.0,4.0,13.0,0.0,21.0
82.0,6.0,12.0,0.0,21.0
88.0,2.0,10.0,0.0,12.0
81.0,10.0,9.0,0.0,18.0
86.0,6.0,8.0,0.0,12.0
89.0,3.0,8.0,0.0,10.0
86.0,5.0,9.0,0.0,13.0
85.0,6.0,9.0,0.0,14.0
87.0,4.0,9.0,0.0,13.0
88.0,3.0,9.0,0.0,12.0
81.0,6.0,13.0,0.0,23.0
86.0,2.0,12.0,0.0,17.0
85.0,3.0,12.0,0.0,17.0
87.0,6.0,7.0,0.0,10.0
82.0,9.0,9.0,0.0,18.0
86.0,6.0,8.0,0.0,12.0
87.0,5.0,8.0,0.0,11.0
88.0,6.0,6.0,0.0,8.0
90.0,2.0,8.0,0.0,8.0
85.0,5.0,10.0,0.0,16.0
83.0,4.0,13.0,0.0,20.0
89.0,3.0,8.0,0.0,9.0
87.0,4.0,9.0,0.0,14.0
88.0,2.0,10.0,0.0,12.0
82.0,6.0,12.0,0.0,20.0
88.0,3.0,9.0,0.0,11.0
83.0,7.0,10.0,0.0,18.0
85.0,4.0,11.0,0.0,16.0
86.0,5.0,9.0,0.0,13.0
87.0,4.0,9.0,0.0,13.0
87.0,6.0,7.0,0.0,10.0
88.0,1.0,11.0,0.0,13.0
85.0,7.0,8.0,0.0,13.0
86.0,9.0,5.0,0.0,9.0
85.0,9.0,6.0,0.0,12.0
88.0,5.0,7.0,0.0,9.0
87.0,5.0,8.0,0.0,11.0
89.0,4.0,7.0,0.0,8.0
86.0,4.0,10.0,0.0,16.0
84.0,9.0,7.0,0.0,14.0
87.0,5.0,8.0,0.0,12.0
85.0,5.0,10.0,0.0,15.0
83.0,5.0,12.0,0.0,20.0
86.0,5.0,9.0,0.0,14.0
90.0,3.0,7.0,0.0,8.0
86.0,5.0,9.0,0.0,13.0
87.0,5.0,8.0,0.0,11.0
85.0,5.0,10.0,0.0,15.0
87.0,3.0,10.0,0.0,13.0
84.0,7.0,9.0,0.0,15.0
86.0,4.0,10.0,0.0,14.0
86.0,5.0,9.0,0.0,14.0
85.0,2.0,13.0,0.0,18.0
81.0,4.0,15.0,0.0,24.0
86.0,5.0,9.0,0.0,13.0
82.0,9.0,9.0,0.0,18.0
81.0,10.0,9.0,0.0,18.0
79.0,8.0,13.0,0.0,25.0
80.0,11.0,9.0,0.0,20.0
85.0,4.0,11.0,0.0,16.0
87.0,4.0,9.0,0.0,12.0
86.0,5.0,9.0,0.0,13.0
87.0,2.0,11.0,0.0,14.0
85.0,7.0,8.0,0.0,13.0
88.0,2.0,10.0,0.0,12.0
84.0,3.0,13.0,0.0,19.0
85.0,6.0,9.0,0.0,15.0
89.0,3.0,8.0,0.0,9.0
88.0,1.0,11.0,0.0,14.0
85.0,4.0,11.0,0.0,16.0
80.0,7.0,13.0,0.0,23.0
87.0,6.0,7.0,0.0,11.0
88.0,5.0,7.0,0.0,10.0
83.0,5.0,12.0,0.0,19.0
89.0,4.0,7.0,0.0,11.0
89.0,3.0,8.0,0.0,9.0
87.0,4.0,9.0,0.0,13.0
83.0,5.0,12.0,0.0,20.0
86.0,3.0,11.0,0.0,16.0
83.0,7.0,10.0,0.0,18.0
87.0,6.0,7.0,0.0,11.0
87.0,2.0,11.0,0.0,14.0
84.0,4.0,12.0,0.0,19.0
87.0,1.0,12.0,0.0,17.0
84.0,5.0,11.0,0.0,18.0
87.0,4.0,9.0,0.0,12.0
83.0,4.0,13.0,0.0,20.0
88.0,5.0,7.0,0.0,10.0
86.0,3.0,11.0,0.0,15.0
87.0,3.0,10.0,0.0,13.0
82.0,5.0,13.0,0.0,21.0
87.0,3.0,10.0,0.0,13.0
88.0,5.0,7.0,0.0,9.0
76.0,7.0,17.0,0.0,31.0
88.0,5.0,7.0,0.0,9.0
89.0,2.0,9.0,0.0,11.0
87.0,2.0,11.0,0.0,14.0
86.0,4.0,10.0,0.0,15.0
83.0,7.0,10.0,0.0,18.0
88.0,7.0,5.0,0.0,10.0
82.0,7.0,11.0,0.0,19.0
86.0,5.0,9.0,0.0,13.0
88.0,2.0,10.0,0.0,12.0
84.0,4.0,12.0,0.0,18.0
86.0,4.0,10.0,0.0,17.0
88.0,3.0,9.0,0.0,14.0
83.0,3.0,14.0,0.0,22.0
86.0,6.0,8.0,0.0,13.0
89.0,1.0,10.0,0.0,11.0
86.0,4.0,10.0,0.0,14.0
84.0,8.0,8.0,0.0,15.0
87.0,5.0,8.0,0.0,11.0
87.0,7.0,6.0,0.0,9.0
88.0,3.0,9.0,0.0,11.0
87.0,1.0,12.0,0.0,15.0
82.0,7.0,11.0,0.0,19.0
85.0,5.0,10.0,0.0,15.0
81.0,6.0,13.0,0.0,23.0
86.0,5.0,9.0,0.0,13.0
83.0,5.0,12.0,0.0,19.0
81.0,7.0,12.0,0.0,21.0
85.0,7.0,8.0,0.0,13.0
86.0,5.0,9.0,0.0,13.0
83.0,7.0,10.0,0.0,18.0
85.0,7.0,8.0,0.0,13.0
86.0,4.0,10.0,0.0,14.0
87.0,2.0,11.0,0.0,14.0
86.0,6.0,8.0,0.0,12.0
89.0,4.0,7.0,0.0,9.0
84.0,3.0,13.0,0.0,19.0
84.0,5.0,11.0,0.0,18.0
88.0,1.0,11.0,0.0,14.0
85.0,6.0,9.0,0.0,14.0
88.0,2.0,10.0,0.0,13.0
85.0,4.0,11.0,0.0,16.0
81.0,4.0,15.0,0.0,24.0
87.0,3.0,10.0,0.0,13.0
84.0,5.0,11.0,0.0,17.0
84.0,6.0,10.0,0.0,17.0
89.0,4.0,7.0,0.0,8.0
85.0,4.0,11.0,0.0,16.0
85.0,3.0,12.0,0.0,17.0
85.0,6.0,9.0,0.0,14.0
86.0,3.0,11.0,0.0,16.0
87.0,4.0,9.0,0.0,12.0
86.0,4.0,10.0,0.0,15.0
81.0,9.0,10.0,0.0,20.0
86.0,4.0,10.0,0.0,15.0
87.0,3.0,10.0,0.0,14.0
88.0,4.0,8.0,0.0,10.0
87.0,2.0,11.0,0.0,14.0
82.0,7.0,11.0,0.0,20.0
83.0,5.0,12.0,0.0,20.0
84.0,5.0,11.0,0.0,18.0
87.0,2.0,11.0,0.0,14.0
82.0,8.0,10.0,0.0,19.0
88.0,3.0,9.0,0.0,11.0
83.0,3.0,14.0,0.0,21.0
88.0,2.0,10.0,0.0,12.0
83.0,5.0,12.0,0.0,19.0
85.0,6.0,9.0,0.0,14.0
86.0,4.0,10.0,0.0,15.0
