infections,diagnosed,susceptible,steps
23.0,77.0,0.0,2567.0
21.0,79.0,0.0,2536.0
28.0,72.0,0.0,2807.0
20.0,80.0,0.0,2544.0
22.0,78.0,0.0,2473.0
27.0,73.0,0.0,3066.0
21.0,79.0,0.0,2798.0
21.0,79.0,0.0,2616.0
20.0,80.0,0.0,2624.0
22.0,78.0,0.0,2840.0
24.0,76.0,0.0,2750.0
24.0,76.0,0.0,2704.0
22.0,78.0,0.0,2743.0
23.0,77.0,0.0,2709.0
23.0,77.0,0.0,2672.0
17.0,83.0,0.0,2592.0
22.0,78.0,0.0,2687.0
28.0,72.0,0.0,2973.0
22.0,78.0,0.0,2893.0
21.0,79.0,0.0,2793.0
21.0,79.0,0.0,2632.0
20.0,80.0,0.0,2566.0
20.0,80.0,0.0,2771.0
24.0,76.0,0.0,2827.0
19.0,81.0,0.0,2837.0
22.0,78.0,0.0,2586.0
23.0,77.0,0.0,2661.0
20.0,80.0,0.0,2476.0
24.0,76.0,0.0,2807.0
22.0,78.0,0.0,2782.0
26.0,74.0,0.0,2788.0
20.0,80.0,0.0,2705.0
19.0,81.0,0.0,2562.0
20.0,80.0,0.0,2787.0
17.0,83.0,0.0,2606.0
24.0,76.0,0.0,2566.0
30.0,70.0,0.0,2980.0
21.0,79.0,0.0,2565.0
25.0,75.0,0.0,2765.0
23.0,77.0,0.0,2840.0
23.0,77.0,0.0,2727.0
21.0,79.0,0.0,2585.0
26.0,74.0,0.0,2844.0
17.0,83.0,0.0,2727.0
17.0,83.0,0.0,2788.0
29.0,71.0,0.0,2884.0
18.0,82.0,0.0,2460.0
20.0,80.0,0.0,2737.0
27.0,73.0,0.0,2784.0
29.0,71.0,0.0,2953.0
25.0,75.0,0.0,2440.0
19.0,81.0,0.0,2808.0
18.0,82.0,0.0,2628.0
28.0,72.0,0.0,2760.0
19.0,81.0,0.0,2484.0
28.0,72.0,0.0,2771.0
21.0,79.0,0.0,2556.0
31.0,69.0,0.0,2960.0
23.0,77.0,0.0,2876.0
31.0,69.0,0.0,2774.0
25.0,75.0,0.0,2648.0
18.0,82.0,0.0,2668.0
27.0,73.0,0.0,2655.0
18.0,82.0,0.0,2852.0
22.0,78.0,0.0,2815.0
20.0,80.0,0.0,2693.0
23.0,77.0,0.0,2679.0
23.0,77.0,0.0,2721.0
21.0,79.0,0.0,2787.0
23.0,77.0,0.0,2678.0
21.0,79.0,0.0,2696.0
24.0,76.0,0.0,2835.0
21.0,79.0,0.0,2717.0
20.0,80.0,0.0,2599.0
19.0,81.0,0.0,2648.0
17.0,83.0,0.0,2638.0
21.0,79.0,0.0,2773.0
19.0,81.0,0.0,2597.0
26.0,74.0,0.0,2939.0
20.0,80.0,0.0,2473.0
22.0,78.0,0.0,2667.0
24.0,76.0,0.0,2932.0
24.0,76.0,0.0,2628.0
21.0,79.0,0.0,2859.0
18.0,82.0,0.0,2660.0
26.0,74.0,0.0,2859.0
23.0,77.0,0.0,2807.0
24.0,76.0,0.0,2550.0
22.0,78.0,0.0,2848.0
24.0,76.0,0.0,2974.0
19.0,81.0,0.0,2803.0
19.0,81.0,0.0,2803.0
30.0,70.0,0.0,2982.0
30.0,70.0,0.0,2874.0
26.0,74.0,0.0,2802.0
25.0,75.0,0.0,2843.0
29.0,71.0,0.0,2680.0
