S,I,D,R,steps
32.0,32.0,36.0,0.0,102.0
15.0,37.0,48.0,0.0,133.0
19.0,25.0,56.0,0.0,136.0
44.0,28.0,28.0,0.0,78.0
30.0,28.0,42.0,0.0,111.0
22.0,33.0,45.0,0.0,122.0
28.0,28.0,44.0,0.0,109.0
21.0,34.0,45.0,0.0,127.0
20.0,42.0,38.0,0.0,118.0
21.0,40.0,39.0,0.0,114.0
21.0,33.0,46.0,0.0,129.0
25.0,33.0,42.0,0.0,115.0
17.0,41.0,42.0,0.0,120.0
24.0,28.0,48.0,0.0,123.0
36.0,29.0,35.0,0.0,95.0
37.0,32.0,31.0,0.0,95.0
29.0,37.0,34.0,0.0,109.0
25.0,40.0,35.0,0.0,108.0
22.0,34.0,44.0,0.0,120.0
20.0,42.0,38.0,0.0,117.0
33.0,35.0,32.0,0.0,100.0
31.0,27.0,42.0,0.0,106.0
16.0,28.0,56.0,0.0,142.0
23.0,38.0,39.0,0.0,113.0
26.0,32.0,42.0,0.0,115.0
20.0,29.0,51.0,0.0,126.0
16.0,37.0,47.0,0.0,133.0
19.0,42.0,39.0,0.0,118.0
27.0,25.0,48.0,0.0,119.0
33.0,31.0,36.0,0.0,101.0
27.0,29.0,44.0,0.0,117.0
23.0,36.0,41.0,0.0,121.0
20.0,24.0,56.0,0.0,134.0
22.0,34.0,44.0,0.0,123.0
39.0,28.0,33.0,0.0,93.0
33.0,33.0,34.0,0.0,104.0
29.0,25.0,46.0,0.0,113.0
27.0,29.0,44.0,0.0,117.0
17.0,34.0,49.0,0.0,134.0
28.0,30.0,42.0,0.0,116.0
20.0,32.0,48.0,0.0,127.0
17.0,32.0,51.0,0.0,138.0
11.0,38.0,51.0,0.0,136.0
23.0,23.0,54.0,0.0,129.0
23.0,36.0,41.0,0.0,116.0
20.0,40.0,40.0,0.0,113.0
14.0,36.0,50.0,0.0,140.0
14.0,26.0,60.0,0.0,143.0
24.0,38.0,38.0,0.0,109.0
34.0,34.0,32.0,0.0,99.0
24.0,41.0,35.0,0.0,108.0
21.0,38.0,41.0,0.0,116.0
32.0,32.0,36.0,0.0,105.0
20.0,31.0,49.0,0.0,126.0
21.0,29.0,50.0,0.0,125.0
26.0,25.0,49.0,0.0,121.0
23.0,31.0,46.0,0.0,121.0
18.0,33.0,49.0,0.0,128.0
24.0,30.0,46.0,0.0,127.0
17.0,32.0,51.0,0.0,133.0
12.0,38.0,50.0,0.0,134.0
30.0,38.0,32.0,0.0,100.0
20.0,35.0,45.0,0.0,127.0
21.0,40.0,39.0,0.0,118.0
36.0,27.0,37.0,0.0,100.0
18.0,36.0,46.0,0.0,129.0
19.0,41.0,40.0,0.0,116.0
23.0,29.0,48.0,0.0,121.0
23.0,35.0,42.0,0.0,123.0
19.0,35.0,46.0,0.0,129.0
31.0,33.0,36.0,0.0,106.0
11.0,40.0,49.0,0.0,140.0
25.0,39.0,36.0,0.0,111.0
37.0,28.0,35.0,0.0,94.0
24.0,40.0,36.0,0.0,118.0
32.0,40.0,28.0,0.0,96.0
22.0,42.0,36.0,0.0,115.0
20.0,39.0,41.0,0.0,123.0
23.0,30.0,47.0,0.0,128.0
24.0,32.0,44.0,0.0,117.0
20.0,37.0,43.0,0.0,124.0
27.0,36.0,37.0,0.0,110.0
32.0,25.0,43.0,0.0,108.0
25.0,36.0,39.0,0.0,114.0
18.0,31.0,51.0,0.0,136.0
11.0,42.0,47.0,0.0,136.0
35.0,26.0,39.0,0.0,105.0
28.0,30.0,42.0,0.0,123.0
17.0,37.0,46.0,0.0,131.0
24.0,34.0,42.0,0.0,119.0
23.0,31.0,46.0,0.0,119.0
18.0,25.0,57.0,0.0,136.0
28.0,32.0,40.0,0.0,113.0
26.0,25.0,49.0,0.0,124.0
16.0,35.0,49.0,0.0,127.0
25.0,25.0,50.0,0.0,123.0
29.0,31.0,40.0,0.0,114.0
33.0,19.0,48.0,0.0,118.0
27.0,33.0,40.0,0.0,112.0
26.0,38.0,36.0,0.0,106.0
26.0,32.0,42.0,0.0,115.0
20.0,34.0,46.0,0.0,124.0
19.0,37.0,44.0,0.0,120.0
33.0,36.0,31.0,0.0,99.0
34.0,34.0,32.0,0.0,101.0
25.0,35.0,40.0,0.0,113.0
30.0,35.0,35.0,0.0,104.0
24.0,36.0,40.0,0.0,110.0
23.0,29.0,48.0,0.0,126.0
31.0,31.0,38.0,0.0,108.0
21.0,31.0,48.0,0.0,128.0
30.0,39.0,31.0,0.0,103.0
15.0,41.0,44.0,0.0,129.0
27.0,31.0,42.0,0.0,120.0
26.0,35.0,39.0,0.0,116.0
19.0,36.0,45.0,0.0,129.0
23.0,32.0,45.0,0.0,116.0
34.0,33.0,33.0,0.0,95.0
30.0,31.0,39.0,0.0,105.0
21.0,40.0,39.0,0.0,118.0
15.0,41.0,44.0,0.0,130.0
25.0,24.0,51.0,0.0,128.0
21.0,27.0,52.0,0.0,129.0
24.0,39.0,37.0,0.0,113.0
16.0,36.0,48.0,0.0,139.0
33.0,28.0,39.0,0.0,107.0
33.0,30.0,37.0,0.0,100.0
15.0,39.0,46.0,0.0,136.0
20.0,38.0,42.0,0.0,124.0
23.0,32.0,45.0,0.0,132.0
23.0,32.0,45.0,0.0,118.0
31.0,32.0,37.0,0.0,114.0
23.0,37.0,40.0,0.0,113.0
17.0,38.0,45.0,0.0,126.0
22.0,33.0,45.0,0.0,123.0
22.0,30.0,48.0,0.0,126.0
26.0,35.0,39.0,0.0,115.0
23.0,26.0,51.0,0.0,127.0
23.0,27.0,50.0,0.0,122.0
22.0,33.0,45.0,0.0,120.0
21.0,40.0,39.0,0.0,122.0
28.0,27.0,45.0,0.0,116.0
23.0,32.0,45.0,0.0,122.0
35.0,27.0,38.0,0.0,106.0
20.0,35.0,45.0,0.0,124.0
30.0,29.0,41.0,0.0,113.0
18.0,34.0,48.0,0.0,129.0
25.0,35.0,40.0,0.0,122.0
31.0,24.0,45.0,0.0,108.0
18.0,36.0,46.0,0.0,127.0
23.0,30.0,47.0,0.0,124.0
21.0,31.0,48.0,0.0,123.0
21.0,28.0,51.0,0.0,124.0
23.0,31.0,46.0,0.0,124.0
18.0,38.0,44.0,0.0,125.0
23.0,32.0,45.0,0.0,123.0
25.0,37.0,38.0,0.0,114.0
40.0,27.0,33.0,0.0,90.0
23.0,39.0,38.0,0.0,112.0
24.0,35.0,41.0,0.0,116.0
29.0,27.0,44.0,0.0,114.0
33.0,31.0,36.0,0.0,101.0
22.0,31.0,47.0,0.0,132.0
26.0,38.0,36.0,0.0,116.0
16.0,32.0,52.0,0.0,130.0
27.0,32.0,41.0,0.0,114.0
23.0,34.0,43.0,0.0,121.0
18.0,27.0,55.0,0.0,145.0
20.0,34.0,46.0,0.0,125.0
21.0,35.0,44.0,0.0,119.0
20.0,34.0,46.0,0.0,124.0
18.0,33.0,49.0,0.0,125.0
33.0,36.0,31.0,0.0,100.0
16.0,45.0,39.0,0.0,126.0
19.0,32.0,49.0,0.0,127.0
18.0,34.0,48.0,0.0,129.0
24.0,33.0,43.0,0.0,114.0
16.0,32.0,52.0,0.0,138.0
32.0,36.0,32.0,0.0,98.0
24.0,33.0,43.0,0.0,119.0
28.0,28.0,44.0,0.0,114.0
28.0,32.0,40.0,0.0,109.0
31.0,36.0,33.0,0.0,99.0
24.0,38.0,38.0,0.0,108.0
19.0,32.0,49.0,0.0,130.0
34.0,23.0,43.0,0.0,110.0
24.0,37.0,39.0,0.0,111.0
19.0,33.0,48.0,0.0,126.0
22.0,34.0,44.0,0.0,117.0
26.0,36.0,38.0,0.0,108.0
22.0,27.0,51.0,0.0,130.0
24.0,30.0,46.0,0.0,118.0
23.0,35.0,42.0,0.0,120.0
18.0,36.0,46.0,0.0,131.0
25.0,33.0,42.0,0.0,116.0
21.0,37.0,42.0,0.0,125.0
18.0,34.0,48.0,0.0,126.0
28.0,35.0,37.0,0.0,110.0
33.0,24.0,43.0,0.0,112.0
20.0,40.0,40.0,0.0,119.0
39.0,36.0,25.0,0.0,88.0
26.0,33.0,41.0,0.0,118.0
30.0,25.0,45.0,0.0,110.0
24.0,36.0,40.0,0.0,116.0
22.0,26.0,52.0,0.0,130.0
30.0,29.0,41.0,0.0,110.0
40.0,27.0,33.0,0.0,99.0
30.0,32.0,38.0,0.0,105.0
35.0,34.0,31.0,0.0,93.0
22.0,38.0,40.0,0.0,118.0
25.0,30.0,45.0,0.0,120.0
22.0,29.0,49.0,0.0,126.0
21.0,28.0,51.0,0.0,125.0
25.0,27.0,48.0,0.0,116.0
28.0,33.0,39.0,0.0,111.0
27.0,28.0,45.0,0.0,115.0
27.0,37.0,36.0,0.0,113.0
20.0,24.0,56.0,0.0,132.0
33.0,32.0,35.0,0.0,101.0
26.0,38.0,36.0,0.0,106.0
19.0,37.0,44.0,0.0,123.0
34.0,27.0,39.0,0.0,107.0
30.0,32.0,38.0,0.0,101.0
24.0,37.0,39.0,0.0,113.0
20.0,33.0,47.0,0.0,125.0
36.0,28.0,36.0,0.0,103.0
25.0,32.0,43.0,0.0,120.0
24.0,31.0,45.0,0.0,119.0
22.0,37.0,41.0,0.0,120.0
22.0,40.0,38.0,0.0,114.0
20.0,32.0,48.0,0.0,127.0
12.0,39.0,49.0,0.0,139.0
27.0,33.0,40.0,0.0,115.0
17.0,38.0,45.0,0.0,127.0
25.0,37.0,38.0,0.0,117.0
24.0,31.0,45.0,0.0,120.0
30.0,35.0,35.0,0.0,103.0
21.0,24.0,55.0,0.0,136.0
26.0,35.0,39.0,0.0,116.0
17.0,38.0,45.0,0.0,128.0
37.0,30.0,33.0,0.0,97.0
29.0,25.0,46.0,0.0,119.0
20.0,35.0,45.0,0.0,121.0
34.0,30.0,36.0,0.0,98.0
23.0,33.0,44.0,0.0,122.0
14.0,38.0,48.0,0.0,130.0
13.0,33.0,54.0,0.0,134.0
25.0,34.0,41.0,0.0,118.0
30.0,34.0,36.0,0.0,102.0
27.0,31.0,42.0,0.0,115.0
22.0,30.0,48.0,0.0,122.0
17.0,33.0,50.0,0.0,134.0
27.0,30.0,43.0,0.0,116.0
31.0,30.0,39.0,0.0,110.0
22.0,39.0,39.0,0.0,111.0
27.0,35.0,38.0,0.0,114.0
19.0,36.0,45.0,0.0,130.0
28.0,35.0,37.0,0.0,111.0
36.0,28.0,36.0,0.0,100.0
25.0,33.0,42.0,0.0,116.0
20.0,36.0,44.0,0.0,128.0
20.0,35.0,45.0,0.0,120.0
16.0,45.0,39.0,0.0,121.0
33.0,35.0,32.0,0.0,94.0
25.0,31.0,44.0,0.0,118.0
27.0,34.0,39.0,0.0,112.0
21.0,31.0,48.0,0.0,132.0
18.0,31.0,51.0,0.0,132.0
28.0,37.0,35.0,0.0,112.0
19.0,39.0,42.0,0.0,121.0
38.0,28.0,34.0,0.0,93.0
26.0,36.0,38.0,0.0,115.0
25.0,36.0,39.0,0.0,110.0
24.0,30.0,46.0,0.0,121.0
24.0,29.0,47.0,0.0,122.0
24.0,34.0,42.0,0.0,113.0
25.0,37.0,38.0,0.0,117.0
37.0,30.0,33.0,0.0,91.0
14.0,32.0,54.0,0.0,138.0
32.0,28.0,40.0,0.0,112.0
26.0,32.0,42.0,0.0,120.0
15.0,41.0,44.0,0.0,126.0
36.0,26.0,38.0,0.0,107.0
29.0,36.0,35.0,0.0,104.0
31.0,29.0,40.0,0.0,105.0
17.0,38.0,45.0,0.0,124.0
24.0,32.0,44.0,0.0,116.0
23.0,29.0,48.0,0.0,130.0
22.0,31.0,47.0,0.0,125.0
16.0,30.0,54.0,0.0,137.0
32.0,35.0,33.0,0.0,96.0
26.0,26.0,48.0,0.0,118.0
25.0,31.0,44.0,0.0,121.0
14.0,34.0,52.0,0.0,137.0
24.0,35.0,41.0,0.0,115.0
22.0,32.0,46.0,0.0,127.0
28.0,26.0,46.0,0.0,113.0
19.0,35.0,46.0,0.0,130.0
26.0,42.0,32.0,0.0,103.0
27.0,31.0,42.0,0.0,114.0
23.0,23.0,54.0,0.0,134.0
27.0,34.0,39.0,0.0,111.0
21.0,37.0,42.0,0.0,118.0
18.0,16.0,66.0,0.0,139.0
18.0,31.0,51.0,0.0,130.0
37.0,25.0,38.0,0.0,104.0
26.0,32.0,42.0,0.0,114.0
23.0,33.0,44.0,0.0,121.0
27.0,29.0,44.0,0.0,116.0
20.0,49.0,31.0,0.0,110.0
24.0,27.0,49.0,0.0,129.0
17.0,36.0,47.0,0.0,133.0
27.0,33.0,40.0,0.0,112.0
23.0,27.0,50.0,0.0,130.0
31.0,30.0,39.0,0.0,104.0
25.0,31.0,44.0,0.0,116.0
14.0,43.0,43.0,0.0,130.0
31.0,32.0,37.0,0.0,104.0
21.0,37.0,42.0,0.0,121.0
22.0,34.0,44.0,0.0,124.0
37.0,34.0,29.0,0.0,89.0
27.0,35.0,38.0,0.0,110.0
13.0,33.0,54.0,0.0,136.0
18.0,27.0,55.0,0.0,133.0
24.0,31.0,45.0,0.0,119.0
44.0,29.0,27.0,0.0,80.0
21.0,34.0,45.0,0.0,122.0
26.0,33.0,41.0,0.0,112.0
17.0,34.0,49.0,0.0,132.0
36.0,33.0,31.0,0.0,91.0
23.0,35.0,42.0,0.0,116.0
26.0,35.0,39.0,0.0,113.0
26.0,31.0,43.0,0.0,117.0
18.0,37.0,45.0,0.0,124.0
29.0,33.0,38.0,0.0,109.0
24.0,35.0,41.0,0.0,116.0
26.0,31.0,43.0,0.0,121.0
26.0,34.0,40.0,0.0,116.0
29.0,25.0,46.0,0.0,115.0
33.0,32.0,35.0,0.0,97.0
14.0,40.0,46.0,0.0,130.0
24.0,34.0,42.0,0.0,122.0
20.0,28.0,52.0,0.0,129.0
21.0,33.0,46.0,0.0,124.0
22.0,36.0,42.0,0.0,124.0
29.0,29.0,42.0,0.0,110.0
28.0,31.0,41.0,0.0,112.0
30.0,32.0,38.0,0.0,109.0
38.0,31.0,31.0,0.0,95.0
21.0,32.0,47.0,0.0,127.0
20.0,39.0,41.0,0.0,122.0
29.0,33.0,38.0,0.0,108.0
18.0,34.0,48.0,0.0,130.0
25.0,30.0,45.0,0.0,113.0
31.0,31.0,38.0,0.0,107.0
21.0,34.0,45.0,0.0,124.0
9.0,50.0,41.0,0.0,130.0
22.0,31.0,47.0,0.0,128.0
28.0,35.0,37.0,0.0,110.0
19.0,33.0,48.0,0.0,128.0
17.0,39.0,44.0,0.0,124.0
17.0,36.0,47.0,0.0,126.0
21.0,34.0,45.0,0.0,122.0
23.0,32.0,45.0,0.0,124.0
32.0,38.0,30.0,0.0,94.0
19.0,33.0,48.0,0.0,130.0
35.0,38.0,27.0,0.0,93.0
27.0,33.0,40.0,0.0,117.0
13.0,51.0,36.0,0.0,124.0
25.0,31.0,44.0,0.0,128.0
21.0,31.0,48.0,0.0,123.0
28.0,36.0,36.0,0.0,109.0
27.0,30.0,43.0,0.0,123.0
33.0,35.0,32.0,0.0,100.0
27.0,31.0,42.0,0.0,116.0
26.0,27.0,47.0,0.0,118.0
21.0,35.0,44.0,0.0,120.0
19.0,33.0,48.0,0.0,127.0
23.0,31.0,46.0,0.0,123.0
23.0,34.0,43.0,0.0,118.0
25.0,38.0,37.0,0.0,113.0
29.0,32.0,39.0,0.0,110.0
21.0,32.0,47.0,0.0,125.0
20.0,34.0,46.0,0.0,122.0
18.0,41.0,41.0,0.0,120.0
23.0,35.0,42.0,0.0,119.0
30.0,26.0,44.0,0.0,118.0
44.0,27.0,29.0,0.0,80.0
35.0,27.0,38.0,0.0,102.0
25.0,34.0,41.0,0.0,129.0
19.0,35.0,46.0,0.0,123.0
22.0,33.0,45.0,0.0,125.0
20.0,35.0,45.0,0.0,120.0
24.0,33.0,43.0,0.0,123.0
18.0,40.0,42.0,0.0,121.0
31.0,29.0,40.0,0.0,105.0
14.0,44.0,42.0,0.0,122.0
21.0,36.0,43.0,0.0,121.0
22.0,37.0,41.0,0.0,118.0
17.0,42.0,41.0,0.0,127.0
29.0,30.0,41.0,0.0,106.0
23.0,32.0,45.0,0.0,118.0
15.0,35.0,50.0,0.0,134.0
25.0,29.0,46.0,0.0,113.0
23.0,32.0,45.0,0.0,127.0
18.0,35.0,47.0,0.0,130.0
32.0,32.0,36.0,0.0,100.0
22.0,36.0,42.0,0.0,119.0
15.0,40.0,45.0,0.0,127.0
29.0,27.0,44.0,0.0,114.0
29.0,36.0,35.0,0.0,106.0
21.0,39.0,40.0,0.0,118.0
28.0,29.0,43.0,0.0,115.0
27.0,30.0,43.0,0.0,119.0
23.0,34.0,43.0,0.0,121.0
14.0,43.0,43.0,0.0,126.0
23.0,30.0,47.0,0.0,124.0
18.0,39.0,43.0,0.0,128.0
30.0,30.0,40.0,0.0,108.0
23.0,34.0,43.0,0.0,116.0
25.0,31.0,44.0,0.0,115.0
24.0,35.0,41.0,0.0,117.0
33.0,28.0,39.0,0.0,105.0
30.0,29.0,41.0,0.0,110.0
24.0,37.0,39.0,0.0,116.0
31.0,26.0,43.0,0.0,113.0
22.0,28.0,50.0,0.0,131.0
25.0,41.0,34.0,0.0,113.0
24.0,33.0,43.0,0.0,116.0
32.0,33.0,35.0,0.0,106.0
19.0,30.0,51.0,0.0,128.0
31.0,31.0,38.0,0.0,103.0
33.0,27.0,40.0,0.0,108.0
22.0,33.0,45.0,0.0,131.0
8.0,36.0,56.0,0.0,151.0
21.0,29.0,50.0,0.0,124.0
18.0,40.0,42.0,0.0,121.0
27.0,30.0,43.0,0.0,119.0
20.0,32.0,48.0,0.0,127.0
38.0,22.0,40.0,0.0,104.0
19.0,33.0,48.0,0.0,127.0
14.0,29.0,57.0,0.0,141.0
34.0,32.0,34.0,0.0,99.0
30.0,25.0,45.0,0.0,115.0
23.0,34.0,43.0,0.0,119.0
25.0,28.0,47.0,0.0,121.0
22.0,28.0,50.0,0.0,126.0
29.0,33.0,38.0,0.0,104.0
15.0,37.0,48.0,0.0,130.0
24.0,41.0,35.0,0.0,112.0
19.0,31.0,50.0,0.0,134.0
21.0,41.0,38.0,0.0,116.0
15.0,40.0,45.0,0.0,129.0
23.0,33.0,44.0,0.0,117.0
18.0,33.0,49.0,0.0,132.0
11.0,35.0,54.0,0.0,139.0
18.0,35.0,47.0,0.0,127.0
19.0,35.0,46.0,0.0,128.0
32.0,29.0,39.0,0.0,107.0
20.0,32.0,48.0,0.0,129.0
32.0,29.0,39.0,0.0,107.0
20.0,37.0,43.0,0.0,121.0
14.0,40.0,46.0,0.0,131.0
19.0,33.0,48.0,0.0,131.0
28.0,29.0,43.0,0.0,114.0
25.0,29.0,46.0,0.0,130.0
23.0,35.0,42.0,0.0,114.0
24.0,29.0,47.0,0.0,121.0
26.0,32.0,42.0,0.0,115.0
29.0,24.0,47.0,0.0,115.0
19.0,31.0,50.0,0.0,132.0
19.0,29.0,52.0,0.0,132.0
23.0,29.0,48.0,0.0,129.0
17.0,25.0,58.0,0.0,139.0
16.0,37.0,47.0,0.0,130.0
23.0,32.0,45.0,0.0,120.0
21.0,34.0,45.0,0.0,119.0
21.0,37.0,42.0,0.0,124.0
24.0,33.0,43.0,0.0,119.0
24.0,38.0,38.0,0.0,117.0
33.0,29.0,38.0,0.0,106.0
23.0,32.0,45.0,0.0,118.0
33.0,28.0,39.0,0.0,105.0
18.0,35.0,47.0,0.0,126.0
31.0,36.0,33.0,0.0,99.0
23.0,35.0,42.0,0.0,118.0
22.0,38.0,40.0,0.0,115.0
32.0,33.0,35.0,0.0,102.0
25.0,30.0,45.0,0.0,124.0
15.0,34.0,51.0,0.0,132.0
25.0,34.0,41.0,0.0,114.0
21.0,43.0,36.0,0.0,112.0
20.0,36.0,44.0,0.0,122.0
21.0,30.0,49.0,0.0,130.0
45.0,25.0,30.0,0.0,83.0
34.0,29.0,37.0,0.0,105.0
25.0,30.0,45.0,0.0,120.0
25.0,32.0,43.0,0.0,115.0
18.0,38.0,44.0,0.0,128.0
28.0,27.0,45.0,0.0,113.0
25.0,30.0,45.0,0.0,119.0
18.0,30.0,52.0,0.0,132.0
40.0,31.0,29.0,0.0,86.0
29.0,32.0,39.0,0.0,109.0
28.0,32.0,40.0,0.0,109.0
25.0,31.0,44.0,0.0,116.0
15.0,36.0,49.0,0.0,136.0
27.0,41.0,32.0,0.0,103.0
31.0,35.0,34.0,0.0,103.0
23.0,34.0,43.0,0.0,118.0
28.0,29.0,43.0,0.0,114.0
21.0,38.0,41.0,0.0,118.0
29.0,34.0,37.0,0.0,109.0
21.0,32.0,47.0,0.0,118.0
27.0,29.0,44.0,0.0,115.0
19.0,35.0,46.0,0.0,125.0
28.0,33.0,39.0,0.0,108.0
29.0,31.0,40.0,0.0,110.0
27.0,26.0,47.0,0.0,120.0
24.0,26.0,50.0,0.0,125.0
19.0,31.0,50.0,0.0,127.0
27.0,36.0,37.0,0.0,108.0
26.0,39.0,35.0,0.0,104.0
17.0,26.0,57.0,0.0,136.0
22.0,25.0,53.0,0.0,130.0
27.0,41.0,32.0,0.0,102.0
23.0,37.0,40.0,0.0,117.0
22.0,35.0,43.0,0.0,120.0
20.0,36.0,44.0,0.0,125.0
15.0,35.0,50.0,0.0,133.0
24.0,32.0,44.0,0.0,124.0
26.0,29.0,45.0,0.0,117.0
18.0,34.0,48.0,0.0,135.0
27.0,40.0,33.0,0.0,103.0
22.0,35.0,43.0,0.0,123.0
33.0,30.0,37.0,0.0,110.0
21.0,32.0,47.0,0.0,124.0
34.0,24.0,42.0,0.0,113.0
17.0,41.0,42.0,0.0,121.0
48.0,25.0,27.0,0.0,78.0
14.0,38.0,48.0,0.0,131.0
19.0,32.0,49.0,0.0,125.0
30.0,34.0,36.0,0.0,103.0
27.0,31.0,42.0,0.0,111.0
19.0,37.0,44.0,0.0,120.0
31.0,23.0,46.0,0.0,113.0
12.0,34.0,54.0,0.0,140.0
27.0,32.0,41.0,0.0,116.0
25.0,26.0,49.0,0.0,123.0
26.0,27.0,47.0,0.0,124.0
18.0,35.0,47.0,0.0,128.0
18.0,32.0,50.0,0.0,129.0
21.0,27.0,52.0,0.0,140.0
31.0,31.0,38.0,0.0,108.0
34.0,30.0,36.0,0.0,104.0
18.0,29.0,53.0,0.0,135.0
33.0,30.0,37.0,0.0,104.0
21.0,39.0,40.0,0.0,118.0
13.0,39.0,48.0,0.0,130.0
27.0,34.0,39.0,0.0,110.0
28.0,38.0,34.0,0.0,112.0
25.0,34.0,41.0,0.0,114.0
24.0,30.0,46.0,0.0,121.0
39.0,26.0,35.0,0.0,96.0
21.0,34.0,45.0,0.0,127.0
14.0,43.0,43.0,0.0,130.0
22.0,29.0,49.0,0.0,126.0
19.0,35.0,46.0,0.0,125.0
29.0,36.0,35.0,0.0,106.0
19.0,37.0,44.0,0.0,128.0
20.0,39.0,41.0,0.0,122.0
25.0,29.0,46.0,0.0,115.0
18.0,31.0,51.0,0.0,133.0
24.0,33.0,43.0,0.0,116.0
34.0,32.0,34.0,0.0,93.0
12.0,37.0,51.0,0.0,136.0
25.0,32.0,43.0,0.0,118.0
15.0,43.0,42.0,0.0,126.0
22.0,33.0,45.0,0.0,122.0
25.0,31.0,44.0,0.0,120.0
26.0,34.0,40.0,0.0,111.0
17.0,38.0,45.0,0.0,132.0
23.0,32.0,45.0,0.0,125.0
21.0,39.0,40.0,0.0,112.0
36.0,25.0,39.0,0.0,103.0
16.0,28.0,56.0,0.0,142.0
23.0,38.0,39.0,0.0,117.0
35.0,31.0,34.0,0.0,96.0
15.0,43.0,42.0,0.0,130.0
18.0,30.0,52.0,0.0,136.0
32.0,21.0,47.0,0.0,114.0
25.0,29.0,46.0,0.0,118.0
30.0,32.0,38.0,0.0,109.0
32.0,33.0,35.0,0.0,106.0
17.0,36.0,47.0,0.0,130.0
19.0,36.0,45.0,0.0,126.0
27.0,41.0,32.0,0.0,97.0
28.0,32.0,40.0,0.0,109.0
30.0,31.0,39.0,0.0,113.0
34.0,23.0,43.0,0.0,111.0
16.0,30.0,54.0,0.0,137.0
32.0,27.0,41.0,0.0,107.0
28.0,39.0,33.0,0.0,101.0
17.0,34.0,49.0,0.0,129.0
19.0,33.0,48.0,0.0,128.0
32.0,31.0,37.0,0.0,104.0
26.0,26.0,48.0,0.0,118.0
15.0,37.0,48.0,0.0,131.0
24.0,31.0,45.0,0.0,117.0
31.0,36.0,33.0,0.0,103.0
16.0,43.0,41.0,0.0,124.0
31.0,25.0,44.0,0.0,117.0
29.0,29.0,42.0,0.0,113.0
37.0,24.0,39.0,0.0,100.0
26.0,33.0,41.0,0.0,120.0
17.0,25.0,58.0,0.0,141.0
19.0,38.0,43.0,0.0,126.0
22.0,36.0,42.0,0.0,126.0
27.0,33.0,40.0,0.0,112.0
30.0,33.0,37.0,0.0,105.0
40.0,22.0,38.0,0.0,99.0
16.0,30.0,54.0,0.0,137.0
19.0,27.0,54.0,0.0,132.0
24.0,38.0,38.0,0.0,120.0
19.0,31.0,50.0,0.0,127.0
21.0,31.0,48.0,0.0,125.0
23.0,34.0,43.0,0.0,120.0
25.0,31.0,44.0,0.0,115.0
27.0,29.0,44.0,0.0,115.0
27.0,30.0,43.0,0.0,118.0
20.0,26.0,54.0,0.0,133.0
28.0,34.0,38.0,0.0,112.0
25.0,34.0,41.0,0.0,115.0
22.0,28.0,50.0,0.0,132.0
18.0,35.0,47.0,0.0,123.0
25.0,40.0,35.0,0.0,112.0
25.0,28.0,47.0,0.0,125.0
14.0,39.0,47.0,0.0,130.0
23.0,31.0,46.0,0.0,123.0
19.0,36.0,45.0,0.0,126.0
31.0,28.0,41.0,0.0,112.0
24.0,35.0,41.0,0.0,114.0
33.0,26.0,41.0,0.0,108.0
27.0,31.0,42.0,0.0,111.0
23.0,29.0,48.0,0.0,126.0
19.0,47.0,34.0,0.0,112.0
