infections,diagnosed,susceptible,steps
5.0,11.0,84.0,2157.0
9.0,8.0,83.0,2133.0
13.0,17.0,70.0,2146.0
6.0,13.0,81.0,2330.0
9.0,10.0,81.0,2275.0
5.0,14.0,81.0,2085.0
5.0,14.0,81.0,2117.0
12.0,13.0,75.0,2250.0
8.0,11.0,81.0,2136.0
8.0,10.0,82.0,2202.0
12.0,9.0,79.0,2263.0
5.0,15.0,80.0,2067.0
12.0,12.0,76.0,2116.0
7.0,13.0,80.0,2151.0
14.0,11.0,75.0,2274.0
1.0,15.0,84.0,2207.0
8.0,8.0,84.0,2356.0
6.0,13.0,81.0,2230.0
15.0,12.0,73.0,2117.0
10.0,14.0,76.0,2205.0
7.0,15.0,78.0,2117.0
12.0,13.0,75.0,2161.0
10.0,17.0,73.0,2214.0
6.0,13.0,81.0,2149.0
7.0,13.0,80.0,2228.0
6.0,11.0,83.0,2226.0
4.0,14.0,82.0,2114.0
1.0,15.0,84.0,2166.0
6.0,7.0,87.0,2219.0
9.0,14.0,77.0,2108.0
5.0,11.0,84.0,2113.0
5.0,11.0,84.0,2268.0
10.0,12.0,78.0,2136.0
7.0,14.0,79.0,2069.0
14.0,18.0,68.0,2383.0
4.0,9.0,87.0,2128.0
10.0,22.0,68.0,1987.0
8.0,9.0,83.0,2188.0
7.0,13.0,80.0,2271.0
4.0,15.0,81.0,2153.0
4.0,10.0,86.0,2153.0
5.0,14.0,81.0,2140.0
3.0,15.0,82.0,2028.0
14.0,16.0,70.0,2186.0
9.0,10.0,81.0,2250.0
5.0,12.0,83.0,2218.0
7.0,14.0,79.0,2183.0
7.0,9.0,84.0,2225.0
3.0,12.0,85.0,2108.0
9.0,12.0,79.0,2237.0
9.0,17.0,74.0,2104.0
8.0,15.0,77.0,2114.0
6.0,13.0,81.0,2112.0
10.0,14.0,76.0,2188.0
6.0,12.0,82.0,2051.0
14.0,14.0,72.0,2203.0
5.0,13.0,82.0,2171.0
7.0,11.0,82.0,2188.0
5.0,11.0,84.0,2135.0
7.0,8.0,85.0,2230.0
7.0,11.0,82.0,2310.0
9.0,14.0,77.0,2061.0
4.0,12.0,84.0,2134.0
9.0,12.0,79.0,2247.0
8.0,13.0,79.0,2207.0
10.0,9.0,81.0,2189.0
10.0,15.0,75.0,2172.0
1.0,12.0,87.0,2189.0
7.0,12.0,81.0,2226.0
7.0,13.0,80.0,2308.0
8.0,11.0,81.0,2251.0
6.0,9.0,85.0,2213.0
7.0,14.0,79.0,2213.0
11.0,15.0,74.0,2196.0
3.0,13.0,84.0,2154.0
13.0,10.0,77.0,2078.0
7.0,15.0,78.0,2239.0
5.0,13.0,82.0,2162.0
6.0,14.0,80.0,2127.0
7.0,16.0,77.0,2287.0
8.0,10.0,82.0,2146.0
11.0,9.0,80.0,2270.0
8.0,20.0,72.0,2208.0
8.0,13.0,79.0,2204.0
7.0,14.0,79.0,2125.0
5.0,16.0,79.0,2146.0
4.0,15.0,81.0,2220.0
9.0,11.0,80.0,2156.0
6.0,13.0,81.0,2147.0
17.0,13.0,70.0,2276.0
7.0,13.0,80.0,2253.0
5.0,9.0,86.0,2253.0
9.0,13.0,78.0,2358.0
6.0,11.0,83.0,2187.0
13.0,11.0,76.0,2244.0
12.0,18.0,70.0,2136.0
5.0,11.0,84.0,2224.0
14.0,11.0,75.0,2177.0
8.0,10.0,82.0,2248.0
12.0,14.0,74.0,2200.0
7.0,10.0,83.0,2351.0
5.0,17.0,78.0,2024.0
6.0,12.0,82.0,2257.0
11.0,12.0,77.0,2221.0
5.0,15.0,80.0,2126.0
9.0,16.0,75.0,2057.0
11.0,8.0,81.0,2320.0
5.0,14.0,81.0,2108.0
8.0,13.0,79.0,2283.0
8.0,15.0,77.0,2171.0
6.0,10.0,84.0,2282.0
12.0,13.0,75.0,2228.0
2.0,12.0,86.0,2106.0
9.0,15.0,76.0,2178.0
2.0,12.0,86.0,2127.0
2.0,10.0,88.0,2184.0
7.0,11.0,82.0,2275.0
7.0,13.0,80.0,2157.0
6.0,10.0,84.0,2207.0
7.0,11.0,82.0,2224.0
7.0,13.0,80.0,2135.0
12.0,13.0,75.0,2087.0
11.0,17.0,72.0,2114.0
7.0,15.0,78.0,2171.0
6.0,15.0,79.0,2184.0
11.0,12.0,77.0,2308.0
7.0,14.0,79.0,2232.0
4.0,12.0,84.0,2228.0
4.0,9.0,87.0,1988.0
11.0,12.0,77.0,2183.0
8.0,13.0,79.0,2196.0
7.0,13.0,80.0,2279.0
4.0,9.0,87.0,2256.0
7.0,11.0,82.0,2214.0
8.0,11.0,81.0,2206.0
7.0,12.0,81.0,2218.0
4.0,11.0,85.0,2130.0
3.0,17.0,80.0,2137.0
12.0,18.0,70.0,2049.0
6.0,12.0,82.0,2127.0
4.0,13.0,83.0,2034.0
1.0,11.0,88.0,2141.0
6.0,12.0,82.0,2222.0
9.0,14.0,77.0,2179.0
5.0,11.0,84.0,2276.0
8.0,12.0,80.0,2214.0
10.0,12.0,78.0,2113.0
11.0,13.0,76.0,2201.0
4.0,13.0,83.0,2175.0
9.0,18.0,73.0,2212.0
12.0,13.0,75.0,2262.0
4.0,14.0,82.0,2108.0
12.0,14.0,74.0,2254.0
9.0,13.0,78.0,2167.0
9.0,13.0,78.0,2181.0
9.0,13.0,78.0,2265.0
3.0,12.0,85.0,2174.0
7.0,17.0,76.0,2174.0
7.0,16.0,77.0,2145.0
12.0,11.0,77.0,2178.0
6.0,10.0,84.0,2227.0
9.0,14.0,77.0,2026.0
1.0,13.0,86.0,2214.0
2.0,10.0,88.0,2218.0
9.0,14.0,77.0,2208.0
8.0,12.0,80.0,2301.0
7.0,13.0,80.0,2224.0
12.0,18.0,70.0,2091.0
4.0,15.0,81.0,2159.0
7.0,12.0,81.0,2253.0
7.0,9.0,84.0,2113.0
14.0,13.0,73.0,2202.0
10.0,12.0,78.0,2079.0
10.0,10.0,80.0,2309.0
8.0,14.0,78.0,2194.0
5.0,11.0,84.0,2028.0
15.0,17.0,68.0,2229.0
11.0,12.0,77.0,2162.0
5.0,11.0,84.0,2174.0
10.0,11.0,79.0,2160.0
2.0,15.0,83.0,2123.0
14.0,13.0,73.0,2220.0
14.0,12.0,74.0,2256.0
7.0,14.0,79.0,2238.0
11.0,14.0,75.0,2172.0
14.0,14.0,72.0,2139.0
4.0,12.0,84.0,2251.0
7.0,13.0,80.0,2112.0
6.0,11.0,83.0,2316.0
6.0,12.0,82.0,2139.0
14.0,10.0,76.0,2188.0
4.0,11.0,85.0,2130.0
8.0,15.0,77.0,2218.0
13.0,9.0,78.0,2214.0
5.0,14.0,81.0,2047.0
8.0,15.0,77.0,2154.0
7.0,17.0,76.0,2135.0
3.0,12.0,85.0,2256.0
2.0,12.0,86.0,2096.0
2.0,14.0,84.0,2127.0
11.0,15.0,74.0,2199.0
9.0,16.0,75.0,2087.0
6.0,11.0,83.0,2207.0
5.0,11.0,84.0,2053.0
10.0,15.0,75.0,2156.0
9.0,11.0,80.0,2248.0
11.0,10.0,79.0,2224.0
1.0,9.0,90.0,2167.0
5.0,11.0,84.0,2102.0
12.0,10.0,78.0,2319.0
8.0,12.0,80.0,2232.0
8.0,15.0,77.0,2100.0
11.0,16.0,73.0,2168.0
10.0,13.0,77.0,2135.0
5.0,10.0,85.0,2126.0
8.0,13.0,79.0,2066.0
7.0,10.0,83.0,2211.0
10.0,15.0,75.0,2235.0
7.0,12.0,81.0,2238.0
7.0,12.0,81.0,2184.0
9.0,12.0,79.0,2104.0
5.0,14.0,81.0,2076.0
10.0,15.0,75.0,2157.0
11.0,12.0,77.0,2043.0
6.0,15.0,79.0,2263.0
10.0,17.0,73.0,2149.0
6.0,13.0,81.0,2173.0
12.0,12.0,76.0,2215.0
7.0,13.0,80.0,2112.0
13.0,17.0,70.0,2173.0
7.0,15.0,78.0,2103.0
8.0,10.0,82.0,2242.0
8.0,10.0,82.0,2157.0
8.0,10.0,82.0,2270.0
7.0,10.0,83.0,2161.0
7.0,13.0,80.0,2257.0
6.0,10.0,84.0,2077.0
4.0,13.0,83.0,2176.0
4.0,10.0,86.0,2068.0
2.0,9.0,89.0,2146.0
9.0,15.0,76.0,2107.0
3.0,10.0,87.0,2134.0
5.0,9.0,86.0,2166.0
10.0,11.0,79.0,2247.0
9.0,11.0,80.0,2266.0
5.0,12.0,83.0,2050.0
3.0,10.0,87.0,2358.0
3.0,16.0,81.0,2287.0
4.0,12.0,84.0,2227.0
11.0,19.0,70.0,2170.0
2.0,11.0,87.0,2166.0
13.0,16.0,71.0,2196.0
9.0,14.0,77.0,2156.0
9.0,9.0,82.0,2246.0
16.0,14.0,70.0,2171.0
11.0,11.0,78.0,2150.0
7.0,14.0,79.0,2142.0
3.0,9.0,88.0,2196.0
6.0,10.0,84.0,2239.0
7.0,11.0,82.0,2318.0
10.0,12.0,78.0,2234.0
6.0,14.0,80.0,2122.0
10.0,14.0,76.0,2110.0
10.0,15.0,75.0,2257.0
12.0,15.0,73.0,2204.0
8.0,14.0,78.0,2218.0
6.0,14.0,80.0,2202.0
7.0,10.0,83.0,2121.0
8.0,12.0,80.0,2198.0
4.0,13.0,83.0,2245.0
9.0,11.0,80.0,2253.0
7.0,11.0,82.0,2059.0
9.0,14.0,77.0,2103.0
10.0,13.0,77.0,2156.0
1.0,12.0,87.0,2076.0
9.0,9.0,82.0,2243.0
12.0,12.0,76.0,2266.0
2.0,10.0,88.0,2244.0
10.0,13.0,77.0,2267.0
14.0,10.0,76.0,2218.0
7.0,12.0,81.0,2090.0
4.0,19.0,77.0,1981.0
16.0,16.0,68.0,2150.0
9.0,7.0,84.0,2262.0
2.0,14.0,84.0,2146.0
7.0,11.0,82.0,2199.0
6.0,13.0,81.0,2116.0
9.0,12.0,79.0,2233.0
3.0,10.0,87.0,2372.0
6.0,11.0,83.0,2140.0
0.0,13.0,87.0,2149.0
4.0,10.0,86.0,2164.0
10.0,16.0,74.0,2301.0
4.0,13.0,83.0,2124.0
14.0,11.0,75.0,2254.0
5.0,11.0,84.0,2204.0
9.0,12.0,79.0,2254.0
7.0,10.0,83.0,2223.0
5.0,13.0,82.0,2218.0
7.0,13.0,80.0,2097.0
3.0,11.0,86.0,2135.0
12.0,11.0,77.0,2096.0
5.0,12.0,83.0,2053.0
6.0,10.0,84.0,2128.0
6.0,12.0,82.0,2071.0
9.0,13.0,78.0,2241.0
5.0,11.0,84.0,2193.0
4.0,10.0,86.0,2304.0
11.0,12.0,77.0,2056.0
5.0,10.0,85.0,2145.0
11.0,20.0,69.0,2194.0
3.0,11.0,86.0,2176.0
10.0,15.0,75.0,2268.0
14.0,11.0,75.0,2187.0
4.0,14.0,82.0,2094.0
6.0,13.0,81.0,2077.0
7.0,7.0,86.0,2115.0
6.0,10.0,84.0,2172.0
6.0,15.0,79.0,2219.0
13.0,16.0,71.0,2175.0
6.0,13.0,81.0,2122.0
7.0,13.0,80.0,2175.0
7.0,17.0,76.0,2215.0
6.0,17.0,77.0,2296.0
10.0,12.0,78.0,2206.0
14.0,15.0,71.0,2223.0
7.0,11.0,82.0,2221.0
9.0,16.0,75.0,2090.0
6.0,9.0,85.0,2173.0
5.0,9.0,86.0,2219.0
5.0,13.0,82.0,2158.0
8.0,17.0,75.0,2122.0
10.0,11.0,79.0,2180.0
6.0,12.0,82.0,2119.0
7.0,11.0,82.0,2184.0
9.0,9.0,82.0,2231.0
7.0,15.0,78.0,2161.0
8.0,13.0,79.0,2154.0
8.0,8.0,84.0,2180.0
2.0,9.0,89.0,2221.0
6.0,12.0,82.0,2181.0
3.0,10.0,87.0,2178.0
8.0,16.0,76.0,2373.0
9.0,8.0,83.0,2220.0
7.0,12.0,81.0,2213.0
8.0,13.0,79.0,2126.0
3.0,14.0,83.0,2217.0
6.0,14.0,80.0,2217.0
11.0,11.0,78.0,2205.0
14.0,15.0,71.0,2309.0
5.0,10.0,85.0,2288.0
5.0,13.0,82.0,2245.0
7.0,10.0,83.0,2276.0
8.0,10.0,82.0,2280.0
5.0,12.0,83.0,2161.0
5.0,13.0,82.0,2185.0
14.0,15.0,71.0,2114.0
9.0,11.0,80.0,2085.0
9.0,17.0,74.0,2332.0
4.0,11.0,85.0,2089.0
4.0,10.0,86.0,2203.0
4.0,8.0,88.0,2184.0
9.0,10.0,81.0,2059.0
5.0,12.0,83.0,2165.0
3.0,11.0,86.0,2222.0
2.0,12.0,86.0,2161.0
7.0,11.0,82.0,2118.0
4.0,10.0,86.0,2187.0
8.0,15.0,77.0,2173.0
7.0,12.0,81.0,2164.0
13.0,16.0,71.0,2237.0
7.0,15.0,78.0,2194.0
4.0,11.0,85.0,2205.0
14.0,14.0,72.0,2199.0
14.0,11.0,75.0,2234.0
3.0,9.0,88.0,2138.0
8.0,13.0,79.0,2080.0
9.0,15.0,76.0,2163.0
11.0,13.0,76.0,2185.0
5.0,16.0,79.0,2216.0
10.0,10.0,80.0,2321.0
3.0,13.0,84.0,2147.0
7.0,10.0,83.0,2262.0
7.0,11.0,82.0,2233.0
14.0,12.0,74.0,2210.0
6.0,10.0,84.0,2184.0
9.0,16.0,75.0,2221.0
7.0,10.0,83.0,2283.0
5.0,9.0,86.0,2145.0
14.0,8.0,78.0,2245.0
17.0,14.0,69.0,2304.0
6.0,10.0,84.0,2146.0
9.0,10.0,81.0,2142.0
5.0,12.0,83.0,2187.0
4.0,16.0,80.0,2160.0
13.0,9.0,78.0,2197.0
9.0,10.0,81.0,2245.0
10.0,9.0,81.0,2258.0
6.0,13.0,81.0,2259.0
13.0,19.0,68.0,2095.0
11.0,13.0,76.0,2152.0
7.0,12.0,81.0,2192.0
3.0,16.0,81.0,2073.0
6.0,12.0,82.0,2116.0
8.0,13.0,79.0,2237.0
10.0,7.0,83.0,2350.0
15.0,14.0,71.0,2191.0
7.0,14.0,79.0,2190.0
2.0,15.0,83.0,2143.0
3.0,11.0,86.0,2137.0
8.0,15.0,77.0,2112.0
11.0,12.0,77.0,2137.0
6.0,14.0,80.0,2254.0
7.0,14.0,79.0,2228.0
8.0,10.0,82.0,2097.0
3.0,10.0,87.0,2133.0
11.0,14.0,75.0,2137.0
8.0,11.0,81.0,2214.0
11.0,12.0,77.0,2291.0
13.0,10.0,77.0,2182.0
7.0,13.0,80.0,2251.0
5.0,13.0,82.0,2161.0
11.0,16.0,73.0,2300.0
8.0,15.0,77.0,2240.0
3.0,14.0,83.0,2091.0
8.0,11.0,81.0,2266.0
9.0,13.0,78.0,2255.0
5.0,16.0,79.0,2101.0
10.0,12.0,78.0,2161.0
2.0,10.0,88.0,2137.0
7.0,15.0,78.0,2234.0
8.0,9.0,83.0,2225.0
9.0,13.0,78.0,2083.0
3.0,12.0,85.0,2058.0
7.0,19.0,74.0,2239.0
5.0,10.0,85.0,2265.0
7.0,12.0,81.0,2089.0
7.0,14.0,79.0,2214.0
9.0,14.0,77.0,2112.0
5.0,10.0,85.0,2323.0
4.0,10.0,86.0,2278.0
3.0,9.0,88.0,2162.0
11.0,14.0,75.0,2172.0
6.0,14.0,80.0,2169.0
3.0,13.0,84.0,2153.0
3.0,12.0,85.0,2121.0
7.0,9.0,84.0,2200.0
2.0,12.0,86.0,2177.0
9.0,10.0,81.0,2188.0
8.0,15.0,77.0,2166.0
6.0,11.0,83.0,2161.0
8.0,14.0,78.0,2189.0
3.0,13.0,84.0,2135.0
9.0,13.0,78.0,2352.0
6.0,11.0,83.0,2242.0
4.0,11.0,85.0,2262.0
7.0,8.0,85.0,2144.0
8.0,12.0,80.0,2180.0
7.0,8.0,85.0,2227.0
8.0,13.0,79.0,2209.0
7.0,12.0,81.0,2167.0
11.0,15.0,74.0,2159.0
7.0,11.0,82.0,2147.0
11.0,12.0,77.0,2284.0
7.0,9.0,84.0,2191.0
7.0,10.0,83.0,2201.0
3.0,11.0,86.0,2218.0
13.0,11.0,76.0,2190.0
5.0,10.0,85.0,2177.0
7.0,20.0,73.0,2143.0
4.0,11.0,85.0,2074.0
6.0,15.0,79.0,2249.0
5.0,17.0,78.0,2159.0
7.0,10.0,83.0,2209.0
9.0,10.0,81.0,2226.0
10.0,11.0,79.0,2207.0
9.0,13.0,78.0,2138.0
13.0,10.0,77.0,2103.0
8.0,14.0,78.0,2188.0
13.0,21.0,66.0,2144.0
5.0,15.0,80.0,2123.0
12.0,14.0,74.0,2304.0
5.0,13.0,82.0,2248.0
4.0,10.0,86.0,2246.0
4.0,14.0,82.0,2118.0
3.0,10.0,87.0,2107.0
9.0,17.0,74.0,2287.0
6.0,13.0,81.0,2048.0
9.0,14.0,77.0,2099.0
6.0,16.0,78.0,2133.0
11.0,15.0,74.0,2231.0
7.0,8.0,85.0,2199.0
13.0,12.0,75.0,2267.0
8.0,12.0,80.0,2138.0
3.0,12.0,85.0,2298.0
11.0,9.0,80.0,2353.0
6.0,15.0,79.0,2233.0
10.0,24.0,66.0,2102.0
10.0,13.0,77.0,2199.0
7.0,10.0,83.0,2154.0
8.0,10.0,82.0,2175.0
9.0,13.0,78.0,2234.0
2.0,11.0,87.0,2126.0
8.0,14.0,78.0,2110.0
10.0,7.0,83.0,2216.0
7.0,11.0,82.0,2240.0
11.0,14.0,75.0,2099.0
5.0,12.0,83.0,2083.0
3.0,11.0,86.0,2049.0
1.0,14.0,85.0,2128.0
8.0,13.0,79.0,2197.0
4.0,14.0,82.0,2161.0
5.0,13.0,82.0,2235.0
9.0,14.0,77.0,2192.0
16.0,15.0,69.0,2189.0
4.0,10.0,86.0,2172.0
8.0,12.0,80.0,2144.0
4.0,12.0,84.0,2101.0
13.0,15.0,72.0,2136.0
8.0,16.0,76.0,2179.0
9.0,12.0,79.0,2258.0
9.0,20.0,71.0,2076.0
8.0,10.0,82.0,2216.0
3.0,9.0,88.0,2173.0
5.0,8.0,87.0,2052.0
3.0,11.0,86.0,1992.0
6.0,13.0,81.0,2227.0
5.0,19.0,76.0,2251.0
5.0,15.0,80.0,2071.0
5.0,15.0,80.0,2262.0
9.0,10.0,81.0,2175.0
7.0,11.0,82.0,2182.0
1.0,18.0,81.0,2050.0
11.0,11.0,78.0,2237.0
4.0,12.0,84.0,2271.0
5.0,12.0,83.0,2293.0
6.0,11.0,83.0,2245.0
8.0,9.0,83.0,2270.0
8.0,8.0,84.0,2183.0
6.0,14.0,80.0,2042.0
4.0,12.0,84.0,2174.0
5.0,13.0,82.0,2053.0
12.0,11.0,77.0,2172.0
12.0,18.0,70.0,2215.0
6.0,12.0,82.0,2159.0
5.0,11.0,84.0,2218.0
6.0,13.0,81.0,2158.0
8.0,14.0,78.0,2109.0
4.0,11.0,85.0,2119.0
5.0,12.0,83.0,2146.0
5.0,10.0,85.0,2260.0
8.0,14.0,78.0,2192.0
8.0,13.0,79.0,2265.0
11.0,11.0,78.0,2280.0
5.0,14.0,81.0,2057.0
5.0,12.0,83.0,2193.0
7.0,13.0,80.0,2130.0
3.0,13.0,84.0,2172.0
11.0,14.0,75.0,2121.0
3.0,12.0,85.0,2412.0
15.0,12.0,73.0,2239.0
8.0,13.0,79.0,2201.0
6.0,10.0,84.0,2236.0
5.0,10.0,85.0,2152.0
7.0,14.0,79.0,2220.0
3.0,12.0,85.0,2309.0
6.0,9.0,85.0,2196.0
13.0,15.0,72.0,2137.0
2.0,12.0,86.0,2181.0
8.0,15.0,77.0,2252.0
15.0,13.0,72.0,2225.0
4.0,16.0,80.0,2158.0
6.0,18.0,76.0,2122.0
4.0,12.0,84.0,2160.0
6.0,14.0,80.0,2177.0
6.0,10.0,84.0,2131.0
6.0,17.0,77.0,2175.0
3.0,14.0,83.0,2111.0
6.0,16.0,78.0,2224.0
5.0,12.0,83.0,2122.0
12.0,16.0,72.0,2142.0
13.0,17.0,70.0,2163.0
8.0,9.0,83.0,2217.0
7.0,12.0,81.0,2164.0
12.0,9.0,79.0,2217.0
8.0,11.0,81.0,2069.0
8.0,12.0,80.0,2092.0
3.0,13.0,84.0,2115.0
5.0,13.0,82.0,2112.0
2.0,14.0,84.0,2042.0
2.0,10.0,88.0,2219.0
8.0,9.0,83.0,2192.0
6.0,11.0,83.0,2143.0
12.0,18.0,70.0,2083.0
6.0,16.0,78.0,2109.0
6.0,14.0,80.0,2189.0
7.0,12.0,81.0,2130.0
8.0,12.0,80.0,2367.0
4.0,12.0,84.0,2045.0
6.0,15.0,79.0,2123.0
5.0,10.0,85.0,2132.0
7.0,12.0,81.0,2173.0
7.0,11.0,82.0,2173.0
4.0,11.0,85.0,2154.0
11.0,16.0,73.0,2137.0
3.0,14.0,83.0,2150.0
7.0,17.0,76.0,2080.0
8.0,17.0,75.0,2134.0
15.0,18.0,67.0,2278.0
7.0,14.0,79.0,2245.0
11.0,12.0,77.0,2287.0
4.0,10.0,86.0,2194.0
8.0,12.0,80.0,2281.0
7.0,12.0,81.0,2301.0
4.0,13.0,83.0,2259.0
8.0,9.0,83.0,2223.0
6.0,14.0,80.0,2223.0
12.0,18.0,70.0,2094.0
4.0,16.0,80.0,2240.0
3.0,12.0,85.0,2174.0
6.0,10.0,84.0,2175.0
5.0,13.0,82.0,2143.0
3.0,13.0,84.0,2227.0
4.0,13.0,83.0,2065.0
3.0,12.0,85.0,2099.0
8.0,13.0,79.0,2249.0
6.0,14.0,80.0,2144.0
8.0,11.0,81.0,2116.0
5.0,19.0,76.0,2147.0
7.0,15.0,78.0,2259.0
8.0,10.0,82.0,2234.0
5.0,14.0,81.0,2288.0
13.0,10.0,77.0,2213.0
4.0,12.0,84.0,2302.0
6.0,15.0,79.0,2178.0
6.0,14.0,80.0,2184.0
5.0,12.0,83.0,2241.0
9.0,19.0,72.0,2237.0
7.0,14.0,79.0,2204.0
5.0,13.0,82.0,2196.0
14.0,15.0,71.0,2217.0
3.0,15.0,82.0,2050.0
8.0,13.0,79.0,2165.0
8.0,13.0,79.0,2300.0
5.0,16.0,79.0,2013.0
10.0,17.0,73.0,2144.0
6.0,10.0,84.0,2134.0
8.0,13.0,79.0,2218.0
7.0,13.0,80.0,2262.0
9.0,11.0,80.0,2177.0
5.0,12.0,83.0,2208.0
6.0,12.0,82.0,2221.0
3.0,17.0,80.0,2144.0
11.0,15.0,74.0,2264.0
9.0,15.0,76.0,2124.0
6.0,10.0,84.0,2249.0
10.0,21.0,69.0,2181.0
4.0,10.0,86.0,2242.0
4.0,13.0,83.0,2254.0
6.0,12.0,82.0,2290.0
3.0,14.0,83.0,2272.0
5.0,11.0,84.0,2115.0
5.0,12.0,83.0,2157.0
9.0,13.0,78.0,2132.0
11.0,13.0,76.0,2147.0
4.0,11.0,85.0,2164.0
3.0,10.0,87.0,2126.0
11.0,12.0,77.0,2148.0
3.0,15.0,82.0,2158.0
11.0,12.0,77.0,2248.0
18.0,8.0,74.0,2217.0
8.0,9.0,83.0,2152.0
10.0,9.0,81.0,2282.0
6.0,11.0,83.0,2205.0
7.0,13.0,80.0,2181.0
7.0,13.0,80.0,2259.0
18.0,8.0,74.0,2366.0
10.0,18.0,72.0,2256.0
8.0,16.0,76.0,2073.0
7.0,10.0,83.0,2133.0
4.0,15.0,81.0,2092.0
9.0,13.0,78.0,2093.0
14.0,11.0,75.0,2149.0
5.0,10.0,85.0,2315.0
4.0,14.0,82.0,2211.0
6.0,9.0,85.0,2092.0
8.0,11.0,81.0,2090.0
14.0,16.0,70.0,2157.0
3.0,15.0,82.0,2181.0
8.0,12.0,80.0,2192.0
7.0,11.0,82.0,2210.0
5.0,14.0,81.0,2174.0
7.0,14.0,79.0,2162.0
11.0,16.0,73.0,2076.0
19.0,17.0,64.0,2200.0
9.0,12.0,79.0,2294.0
6.0,9.0,85.0,2165.0
7.0,6.0,87.0,2350.0
7.0,13.0,80.0,2223.0
10.0,12.0,78.0,2251.0
7.0,8.0,85.0,2166.0
9.0,11.0,80.0,2071.0
11.0,12.0,77.0,2130.0
2.0,15.0,83.0,2060.0
8.0,12.0,80.0,2218.0
2.0,13.0,85.0,2176.0
4.0,14.0,82.0,2031.0
3.0,17.0,80.0,2169.0
7.0,12.0,81.0,2240.0
4.0,15.0,81.0,2204.0
7.0,16.0,77.0,2122.0
5.0,12.0,83.0,2188.0
9.0,16.0,75.0,2156.0
6.0,11.0,83.0,2266.0
9.0,18.0,73.0,2155.0
9.0,16.0,75.0,2231.0
7.0,18.0,75.0,2120.0
8.0,11.0,81.0,2110.0
