infections,diagnosed,susceptible,steps
26.0,71.0,3.0,56795.0
23.0,75.0,2.0,55615.0
29.0,70.0,1.0,57714.0
25.0,74.0,1.0,56717.0
29.0,70.0,1.0,58825.0
31.0,68.0,1.0,56441.0
33.0,65.0,2.0,58038.0
28.0,69.0,3.0,57082.0
29.0,69.0,2.0,58602.0
26.0,73.0,1.0,56661.0
27.0,71.0,2.0,56932.0
25.0,74.0,1.0,56215.0
27.0,70.0,3.0,55238.0
26.0,72.0,2.0,56731.0
25.0,74.0,1.0,55595.0
23.0,75.0,2.0,56033.0
28.0,69.0,3.0,55619.0
26.0,71.0,3.0,56641.0
29.0,71.0,0.0,57441.0
22.0,76.0,2.0,56489.0
25.0,72.0,3.0,54655.0
23.0,73.0,4.0,54669.0
25.0,75.0,0.0,54887.0
27.0,70.0,3.0,56561.0
32.0,66.0,2.0,59051.0
28.0,71.0,1.0,57931.0
32.0,66.0,2.0,58574.0
28.0,69.0,3.0,55923.0
30.0,69.0,1.0,57971.0
32.0,66.0,2.0,58073.0
27.0,71.0,2.0,55598.0
29.0,68.0,3.0,56377.0
26.0,71.0,3.0,57223.0
29.0,69.0,2.0,59964.0
24.0,73.0,3.0,55629.0
21.0,77.0,2.0,55922.0
28.0,71.0,1.0,56803.0
28.0,68.0,4.0,56996.0
33.0,66.0,1.0,57471.0
28.0,71.0,1.0,58003.0
26.0,72.0,2.0,59942.0
19.0,80.0,1.0,54223.0
21.0,75.0,4.0,56126.0
23.0,74.0,3.0,56684.0
24.0,74.0,2.0,54671.0
19.0,79.0,2.0,54875.0
24.0,75.0,1.0,57058.0
23.0,76.0,1.0,55799.0
28.0,72.0,0.0,55792.0
27.0,71.0,2.0,56236.0
22.0,77.0,1.0,56085.0
29.0,68.0,3.0,57362.0
29.0,68.0,3.0,56227.0
33.0,65.0,2.0,60411.0
28.0,70.0,2.0,56982.0
25.0,72.0,3.0,56340.0
29.0,69.0,2.0,56362.0
28.0,71.0,1.0,56125.0
27.0,72.0,1.0,55310.0
34.0,65.0,1.0,59166.0
33.0,65.0,2.0,57716.0
26.0,72.0,2.0,58150.0
21.0,77.0,2.0,55729.0
18.0,80.0,2.0,56702.0
29.0,68.0,3.0,57588.0
29.0,69.0,2.0,58643.0
26.0,70.0,4.0,56624.0
30.0,70.0,0.0,58119.0
18.0,78.0,4.0,54271.0
25.0,74.0,1.0,55070.0
22.0,77.0,1.0,54343.0
26.0,71.0,3.0,56585.0
29.0,68.0,3.0,58006.0
27.0,72.0,1.0,57620.0
20.0,75.0,5.0,57527.0
28.0,68.0,4.0,57652.0
26.0,74.0,0.0,56112.0
32.0,65.0,3.0,56027.0
29.0,68.0,3.0,57648.0
23.0,74.0,3.0,54183.0
30.0,69.0,1.0,56926.0
26.0,72.0,2.0,55557.0
25.0,73.0,2.0,57045.0
24.0,73.0,3.0,56023.0
32.0,66.0,2.0,57998.0
31.0,69.0,0.0,56296.0
26.0,71.0,3.0,54603.0
29.0,69.0,2.0,57404.0
25.0,73.0,2.0,56253.0
21.0,78.0,1.0,55825.0
26.0,72.0,2.0,56999.0
23.0,73.0,4.0,56482.0
25.0,71.0,4.0,57307.0
30.0,70.0,0.0,57526.0
32.0,67.0,1.0,57403.0
31.0,68.0,1.0,58093.0
25.0,74.0,1.0,55916.0
25.0,72.0,3.0,55805.0
30.0,68.0,2.0,56899.0
27.0,71.0,2.0,57793.0
32.0,67.0,1.0,57727.0
32.0,66.0,2.0,57218.0
29.0,69.0,2.0,57517.0
28.0,70.0,2.0,56947.0
25.0,73.0,2.0,58689.0
29.0,70.0,1.0,58337.0
27.0,70.0,3.0,55986.0
27.0,72.0,1.0,56981.0
25.0,73.0,2.0,55339.0
25.0,73.0,2.0,54535.0
29.0,69.0,2.0,56708.0
23.0,74.0,3.0,56692.0
38.0,62.0,0.0,59656.0
27.0,70.0,3.0,57882.0
22.0,75.0,3.0,54264.0
26.0,71.0,3.0,55363.0
22.0,78.0,0.0,55864.0
22.0,75.0,3.0,55652.0
32.0,67.0,1.0,56697.0
28.0,70.0,2.0,56539.0
21.0,76.0,3.0,55925.0
26.0,72.0,2.0,56669.0
25.0,72.0,3.0,55202.0
20.0,78.0,2.0,54620.0
30.0,69.0,1.0,57634.0
26.0,72.0,2.0,58267.0
20.0,78.0,2.0,53951.0
30.0,66.0,4.0,57582.0
25.0,74.0,1.0,55468.0
29.0,68.0,3.0,57329.0
31.0,67.0,2.0,58764.0
25.0,72.0,3.0,56293.0
29.0,70.0,1.0,57518.0
31.0,67.0,2.0,58580.0
31.0,68.0,1.0,59309.0
27.0,70.0,3.0,55646.0
29.0,69.0,2.0,57017.0
24.0,74.0,2.0,56456.0
23.0,76.0,1.0,56104.0
30.0,68.0,2.0,56728.0
35.0,65.0,0.0,58585.0
32.0,66.0,2.0,57501.0
26.0,72.0,2.0,55157.0
26.0,71.0,3.0,57642.0
25.0,73.0,2.0,55852.0
29.0,68.0,3.0,57178.0
31.0,69.0,0.0,59869.0
29.0,68.0,3.0,56115.0
26.0,71.0,3.0,58846.0
18.0,81.0,1.0,56706.0
28.0,70.0,2.0,55490.0
31.0,68.0,1.0,58471.0
25.0,73.0,2.0,57273.0
30.0,68.0,2.0,60888.0
25.0,72.0,3.0,55538.0
27.0,72.0,1.0,58618.0
25.0,74.0,1.0,56298.0
23.0,74.0,3.0,56077.0
29.0,70.0,1.0,57240.0
26.0,73.0,1.0,56747.0
30.0,69.0,1.0,57125.0
30.0,69.0,1.0,56411.0
24.0,75.0,1.0,56220.0
33.0,66.0,1.0,55101.0
25.0,73.0,2.0,58195.0
31.0,68.0,1.0,59420.0
26.0,71.0,3.0,58862.0
29.0,68.0,3.0,57703.0
25.0,73.0,2.0,55934.0
24.0,73.0,3.0,58946.0
22.0,76.0,2.0,55473.0
26.0,73.0,1.0,55579.0
22.0,76.0,2.0,56500.0
28.0,72.0,0.0,56174.0
30.0,70.0,0.0,57098.0
25.0,72.0,3.0,54922.0
32.0,67.0,1.0,56402.0
21.0,77.0,2.0,57067.0
22.0,76.0,2.0,55845.0
25.0,74.0,1.0,56713.0
28.0,70.0,2.0,57284.0
29.0,71.0,0.0,57073.0
29.0,70.0,1.0,58023.0
21.0,77.0,2.0,57636.0
28.0,68.0,4.0,56569.0
37.0,63.0,0.0,57169.0
31.0,66.0,3.0,58683.0
27.0,72.0,1.0,57279.0
27.0,72.0,1.0,56159.0
29.0,70.0,1.0,57496.0
25.0,71.0,4.0,57431.0
33.0,66.0,1.0,59097.0
34.0,66.0,0.0,57872.0
31.0,67.0,2.0,57396.0
23.0,77.0,0.0,56335.0
25.0,74.0,1.0,56250.0
31.0,67.0,2.0,56435.0
37.0,61.0,2.0,59015.0
26.0,71.0,3.0,58909.0
31.0,67.0,2.0,56915.0
28.0,70.0,2.0,56393.0
25.0,74.0,1.0,55160.0
27.0,72.0,1.0,57296.0
27.0,70.0,3.0,56850.0
27.0,71.0,2.0,56164.0
26.0,72.0,2.0,56132.0
32.0,67.0,1.0,57846.0
28.0,70.0,2.0,58477.0
25.0,73.0,2.0,57389.0
25.0,74.0,1.0,55882.0
34.0,64.0,2.0,58467.0
21.0,76.0,3.0,56431.0
35.0,63.0,2.0,59293.0
26.0,71.0,3.0,58547.0
25.0,74.0,1.0,55067.0
28.0,71.0,1.0,58377.0
26.0,73.0,1.0,54430.0
28.0,69.0,3.0,56623.0
27.0,71.0,2.0,57693.0
36.0,63.0,1.0,61045.0
25.0,72.0,3.0,55127.0
23.0,74.0,3.0,56048.0
28.0,70.0,2.0,58580.0
21.0,77.0,2.0,54634.0
21.0,77.0,2.0,55440.0
21.0,77.0,2.0,55121.0
28.0,71.0,1.0,58216.0
29.0,71.0,0.0,57267.0
31.0,67.0,2.0,57998.0
32.0,68.0,0.0,58214.0
32.0,67.0,1.0,57151.0
27.0,72.0,1.0,57271.0
28.0,71.0,1.0,56944.0
27.0,72.0,1.0,57791.0
28.0,71.0,1.0,57512.0
24.0,74.0,2.0,56699.0
31.0,67.0,2.0,57689.0
31.0,68.0,1.0,57103.0
28.0,69.0,3.0,59359.0
29.0,68.0,3.0,57425.0
29.0,69.0,2.0,58123.0
27.0,71.0,2.0,57559.0
30.0,68.0,2.0,56794.0
27.0,70.0,3.0,57484.0
31.0,67.0,2.0,55847.0
21.0,77.0,2.0,54860.0
29.0,69.0,2.0,56961.0
31.0,67.0,2.0,55417.0
32.0,64.0,4.0,57050.0
30.0,68.0,2.0,58634.0
27.0,70.0,3.0,60148.0
28.0,72.0,0.0,57119.0
24.0,76.0,0.0,57196.0
28.0,69.0,3.0,57428.0
24.0,74.0,2.0,57910.0
33.0,65.0,2.0,60089.0
28.0,71.0,1.0,58616.0
29.0,69.0,2.0,57889.0
27.0,71.0,2.0,57128.0
30.0,68.0,2.0,56224.0
31.0,66.0,3.0,58253.0
22.0,77.0,1.0,55565.0
23.0,76.0,1.0,56699.0
33.0,66.0,1.0,56594.0
30.0,68.0,2.0,56696.0
26.0,70.0,4.0,58283.0
27.0,72.0,1.0,58559.0
30.0,69.0,1.0,58038.0
23.0,75.0,2.0,56684.0
29.0,70.0,1.0,56146.0
23.0,75.0,2.0,55514.0
26.0,72.0,2.0,58516.0
25.0,73.0,2.0,55736.0
28.0,70.0,2.0,56107.0
32.0,65.0,3.0,59787.0
32.0,64.0,4.0,57749.0
23.0,75.0,2.0,55300.0
27.0,73.0,0.0,57346.0
25.0,73.0,2.0,55264.0
29.0,70.0,1.0,57494.0
29.0,69.0,2.0,57761.0
23.0,76.0,1.0,56158.0
32.0,67.0,1.0,58646.0
30.0,68.0,2.0,56084.0
24.0,74.0,2.0,56174.0
31.0,68.0,1.0,57459.0
27.0,73.0,0.0,55350.0
28.0,72.0,0.0,58136.0
30.0,68.0,2.0,58282.0
21.0,76.0,3.0,55288.0
21.0,79.0,0.0,55751.0
28.0,71.0,1.0,57758.0
26.0,73.0,1.0,58406.0
22.0,76.0,2.0,55539.0
32.0,66.0,2.0,57692.0
28.0,72.0,0.0,58026.0
24.0,73.0,3.0,53708.0
34.0,64.0,2.0,56516.0
29.0,69.0,2.0,59211.0
25.0,73.0,2.0,56765.0
20.0,78.0,2.0,54785.0
26.0,72.0,2.0,56427.0
23.0,75.0,2.0,56517.0
25.0,74.0,1.0,55376.0
35.0,64.0,1.0,59842.0
26.0,71.0,3.0,56012.0
26.0,71.0,3.0,58730.0
26.0,73.0,1.0,56082.0
25.0,72.0,3.0,57423.0
18.0,80.0,2.0,55142.0
27.0,72.0,1.0,57107.0
25.0,72.0,3.0,57169.0
29.0,69.0,2.0,57089.0
26.0,71.0,3.0,58511.0
29.0,70.0,1.0,57905.0
21.0,76.0,3.0,55742.0
26.0,72.0,2.0,56328.0
29.0,69.0,2.0,59885.0
32.0,67.0,1.0,57968.0
29.0,70.0,1.0,58469.0
24.0,73.0,3.0,55840.0
27.0,72.0,1.0,57194.0
24.0,72.0,4.0,55765.0
26.0,72.0,2.0,56095.0
31.0,66.0,3.0,57026.0
26.0,72.0,2.0,55193.0
30.0,69.0,1.0,56112.0
27.0,72.0,1.0,56333.0
26.0,72.0,2.0,56542.0
34.0,63.0,3.0,56530.0
32.0,66.0,2.0,55827.0
29.0,69.0,2.0,55733.0
31.0,68.0,1.0,57437.0
31.0,67.0,2.0,58290.0
26.0,71.0,3.0,56544.0
32.0,66.0,2.0,58652.0
24.0,75.0,1.0,55334.0
28.0,69.0,3.0,58262.0
33.0,65.0,2.0,58360.0
29.0,70.0,1.0,56380.0
26.0,71.0,3.0,57638.0
18.0,81.0,1.0,54263.0
32.0,66.0,2.0,56826.0
25.0,75.0,0.0,56957.0
26.0,72.0,2.0,54670.0
26.0,71.0,3.0,55667.0
25.0,73.0,2.0,55488.0
25.0,73.0,2.0,55913.0
27.0,72.0,1.0,56787.0
29.0,70.0,1.0,56045.0
26.0,73.0,1.0,54533.0
23.0,73.0,4.0,59003.0
28.0,70.0,2.0,58537.0
29.0,70.0,1.0,57603.0
25.0,74.0,1.0,56737.0
20.0,78.0,2.0,53409.0
27.0,71.0,2.0,55185.0
36.0,64.0,0.0,59209.0
28.0,71.0,1.0,54652.0
26.0,71.0,3.0,55486.0
28.0,70.0,2.0,56719.0
27.0,72.0,1.0,57576.0
23.0,74.0,3.0,57132.0
26.0,74.0,0.0,55476.0
24.0,72.0,4.0,56670.0
25.0,73.0,2.0,57114.0
24.0,75.0,1.0,54688.0
27.0,72.0,1.0,55181.0
28.0,72.0,0.0,58418.0
21.0,74.0,5.0,54876.0
31.0,68.0,1.0,57672.0
23.0,77.0,0.0,57408.0
34.0,65.0,1.0,58370.0
25.0,75.0,0.0,55787.0
24.0,75.0,1.0,54949.0
29.0,71.0,0.0,58051.0
29.0,69.0,2.0,57956.0
32.0,65.0,3.0,56610.0
27.0,71.0,2.0,55760.0
27.0,70.0,3.0,55900.0
24.0,74.0,2.0,55505.0
29.0,71.0,0.0,56180.0
27.0,70.0,3.0,56808.0
23.0,76.0,1.0,57434.0
24.0,76.0,0.0,54752.0
24.0,74.0,2.0,55699.0
27.0,70.0,3.0,55707.0
29.0,69.0,2.0,56649.0
37.0,63.0,0.0,59636.0
27.0,72.0,1.0,55920.0
27.0,72.0,1.0,56829.0
37.0,62.0,1.0,61048.0
27.0,73.0,0.0,56864.0
24.0,73.0,3.0,56229.0
24.0,73.0,3.0,57110.0
30.0,69.0,1.0,56851.0
29.0,70.0,1.0,57089.0
29.0,70.0,1.0,57455.0
27.0,69.0,4.0,57915.0
25.0,73.0,2.0,58459.0
23.0,73.0,4.0,56175.0
20.0,78.0,2.0,54313.0
26.0,73.0,1.0,56554.0
20.0,77.0,3.0,56349.0
29.0,70.0,1.0,57092.0
25.0,71.0,4.0,56068.0
30.0,67.0,3.0,57833.0
25.0,72.0,3.0,56565.0
32.0,67.0,1.0,58719.0
25.0,74.0,1.0,57144.0
22.0,76.0,2.0,53635.0
26.0,73.0,1.0,55165.0
29.0,69.0,2.0,55732.0
29.0,70.0,1.0,56363.0
17.0,80.0,3.0,53788.0
29.0,70.0,1.0,55511.0
31.0,68.0,1.0,58311.0
28.0,70.0,2.0,57998.0
24.0,75.0,1.0,55735.0
29.0,68.0,3.0,57309.0
25.0,72.0,3.0,56293.0
30.0,69.0,1.0,57441.0
29.0,71.0,0.0,58370.0
27.0,71.0,2.0,56235.0
