infections,diagnosed,susceptible,steps
25.0,75.0,0.0,2760.0
25.0,75.0,0.0,2835.0
27.0,73.0,0.0,2850.0
21.0,79.0,0.0,2838.0
22.0,78.0,0.0,2666.0
24.0,76.0,0.0,2723.0
25.0,75.0,0.0,2806.0
22.0,78.0,0.0,2731.0
17.0,83.0,0.0,2577.0
21.0,79.0,0.0,2714.0
20.0,80.0,0.0,2406.0
28.0,72.0,0.0,2983.0
23.0,77.0,0.0,2697.0
20.0,80.0,0.0,2880.0
26.0,74.0,0.0,2784.0
21.0,79.0,0.0,2665.0
20.0,80.0,0.0,2696.0
19.0,81.0,0.0,2775.0
22.0,78.0,0.0,2561.0
21.0,79.0,0.0,2670.0
23.0,77.0,0.0,2651.0
22.0,78.0,0.0,2830.0
22.0,78.0,0.0,2663.0
25.0,75.0,0.0,2663.0
29.0,71.0,0.0,2679.0
22.0,78.0,0.0,2875.0
24.0,76.0,0.0,2683.0
26.0,74.0,0.0,2854.0
19.0,81.0,0.0,2567.0
19.0,81.0,0.0,2745.0
22.0,78.0,0.0,2724.0
19.0,81.0,0.0,2606.0
25.0,75.0,0.0,2593.0
21.0,79.0,0.0,2660.0
22.0,78.0,0.0,2796.0
26.0,74.0,0.0,2559.0
24.0,76.0,0.0,2826.0
17.0,83.0,0.0,2701.0
16.0,84.0,0.0,2489.0
30.0,70.0,0.0,2735.0
23.0,77.0,0.0,2806.0
22.0,78.0,0.0,2824.0
25.0,75.0,0.0,2905.0
25.0,75.0,0.0,2763.0
22.0,78.0,0.0,2849.0
22.0,78.0,0.0,2742.0
24.0,76.0,0.0,2661.0
21.0,79.0,0.0,2601.0
26.0,74.0,0.0,2719.0
21.0,79.0,0.0,2693.0
25.0,75.0,0.0,2858.0
25.0,75.0,0.0,2979.0
21.0,79.0,0.0,2750.0
22.0,78.0,0.0,2872.0
26.0,74.0,0.0,2674.0
22.0,78.0,0.0,2594.0
24.0,76.0,0.0,2895.0
21.0,79.0,0.0,2498.0
26.0,74.0,0.0,2866.0
24.0,76.0,0.0,2760.0
22.0,78.0,0.0,2828.0
23.0,77.0,0.0,2851.0
21.0,79.0,0.0,2848.0
22.0,78.0,0.0,2744.0
21.0,79.0,0.0,2477.0
15.0,85.0,0.0,2572.0
25.0,75.0,0.0,2691.0
21.0,79.0,0.0,2553.0
30.0,70.0,0.0,2897.0
22.0,78.0,0.0,2556.0
24.0,76.0,0.0,2762.0
20.0,80.0,0.0,2685.0
17.0,83.0,0.0,2587.0
28.0,72.0,0.0,2782.0
23.0,77.0,0.0,2541.0
30.0,70.0,0.0,2938.0
21.0,79.0,0.0,2637.0
24.0,76.0,0.0,2579.0
17.0,83.0,0.0,2697.0
19.0,81.0,0.0,2651.0
21.0,79.0,0.0,2818.0
22.0,78.0,0.0,2373.0
24.0,76.0,0.0,2797.0
27.0,73.0,0.0,2910.0
26.0,74.0,0.0,2677.0
20.0,80.0,0.0,2509.0
23.0,77.0,0.0,2733.0
30.0,70.0,0.0,2982.0
25.0,75.0,0.0,2793.0
26.0,74.0,0.0,2712.0
27.0,73.0,0.0,2947.0
18.0,82.0,0.0,2663.0
22.0,78.0,0.0,2658.0
24.0,76.0,0.0,2719.0
17.0,83.0,0.0,2710.0
19.0,81.0,0.0,2668.0
24.0,76.0,0.0,2580.0
21.0,79.0,0.0,2622.0
18.0,82.0,0.0,2638.0
24.0,76.0,0.0,2839.0
21.0,79.0,0.0,2574.0
24.0,76.0,0.0,2867.0
20.0,80.0,0.0,2576.0
16.0,84.0,0.0,2650.0
25.0,75.0,0.0,2861.0
18.0,82.0,0.0,2625.0
27.0,73.0,0.0,2799.0
16.0,84.0,0.0,2726.0
19.0,81.0,0.0,2710.0
25.0,75.0,0.0,2638.0
24.0,76.0,0.0,2882.0
21.0,79.0,0.0,2795.0
22.0,78.0,0.0,2843.0
20.0,80.0,0.0,2635.0
19.0,81.0,0.0,2511.0
24.0,76.0,0.0,2787.0
23.0,77.0,0.0,2815.0
21.0,79.0,0.0,2455.0
20.0,80.0,0.0,2748.0
23.0,77.0,0.0,2627.0
22.0,78.0,0.0,2844.0
22.0,78.0,0.0,2801.0
23.0,77.0,0.0,2609.0
30.0,70.0,0.0,2960.0
28.0,72.0,0.0,2740.0
20.0,80.0,0.0,2567.0
27.0,73.0,0.0,2816.0
26.0,74.0,0.0,2743.0
21.0,79.0,0.0,2820.0
25.0,75.0,0.0,2944.0
26.0,74.0,0.0,2844.0
26.0,74.0,0.0,2699.0
27.0,73.0,0.0,2812.0
22.0,78.0,0.0,2506.0
23.0,77.0,0.0,2731.0
23.0,77.0,0.0,2746.0
17.0,83.0,0.0,2665.0
26.0,74.0,0.0,2620.0
24.0,76.0,0.0,2927.0
17.0,83.0,0.0,2617.0
25.0,75.0,0.0,2771.0
19.0,81.0,0.0,2615.0
27.0,73.0,0.0,2994.0
22.0,78.0,0.0,2660.0
25.0,75.0,0.0,2725.0
23.0,77.0,0.0,2872.0
19.0,81.0,0.0,2696.0
25.0,75.0,0.0,2899.0
22.0,78.0,0.0,2745.0
