S,I,D,R,steps
0.0,16.0,84.0,0.0,4110.0
0.0,24.0,76.0,0.0,5515.0
0.0,22.0,78.0,0.0,5001.0
0.0,17.0,83.0,0.0,5382.0
0.0,28.0,72.0,0.0,6445.0
0.0,25.0,75.0,0.0,4897.0
0.0,23.0,77.0,0.0,4655.0
0.0,15.0,85.0,0.0,5102.0
0.0,25.0,75.0,0.0,4952.0
0.0,25.0,75.0,0.0,6065.0
0.0,24.0,76.0,0.0,5593.0
0.0,27.0,73.0,0.0,5374.0
0.0,15.0,85.0,0.0,5234.0
0.0,22.0,78.0,0.0,4638.0
0.0,21.0,79.0,0.0,5026.0
0.0,22.0,78.0,0.0,6206.0
0.0,20.0,80.0,0.0,4929.0
0.0,18.0,82.0,0.0,5240.0
0.0,26.0,74.0,0.0,4712.0
0.0,17.0,83.0,0.0,5241.0
0.0,28.0,72.0,0.0,5904.0
0.0,20.0,80.0,0.0,5122.0
0.0,24.0,76.0,0.0,4327.0
0.0,25.0,75.0,0.0,5769.0
0.0,23.0,77.0,0.0,5573.0
0.0,25.0,75.0,0.0,4672.0
0.0,25.0,75.0,0.0,4341.0
0.0,18.0,82.0,0.0,6167.0
0.0,25.0,75.0,0.0,5822.0
0.0,24.0,76.0,0.0,4212.0
0.0,26.0,74.0,0.0,5358.0
0.0,22.0,78.0,0.0,5471.0
0.0,25.0,75.0,0.0,5292.0
0.0,23.0,77.0,0.0,6085.0
0.0,22.0,78.0,0.0,5439.0
0.0,19.0,81.0,0.0,4044.0
0.0,20.0,80.0,0.0,4414.0
0.0,24.0,76.0,0.0,5495.0
0.0,28.0,72.0,0.0,5667.0
0.0,22.0,78.0,0.0,5666.0
0.0,27.0,73.0,0.0,4446.0
0.0,26.0,74.0,0.0,4862.0
0.0,24.0,76.0,0.0,4381.0
0.0,23.0,77.0,0.0,5137.0
0.0,20.0,80.0,0.0,5700.0
0.0,20.0,80.0,0.0,3899.0
0.0,30.0,70.0,0.0,5468.0
0.0,26.0,74.0,0.0,5711.0
0.0,21.0,79.0,0.0,6119.0
0.0,23.0,77.0,0.0,4908.0
0.0,22.0,78.0,0.0,4768.0
0.0,22.0,78.0,0.0,4519.0
0.0,24.0,76.0,0.0,4251.0
0.0,17.0,83.0,0.0,5222.0
0.0,18.0,82.0,0.0,4465.0
0.0,24.0,76.0,0.0,5414.0
0.0,22.0,78.0,0.0,5253.0
0.0,19.0,81.0,0.0,5585.0
0.0,30.0,70.0,0.0,5708.0
0.0,25.0,75.0,0.0,6538.0
0.0,26.0,74.0,0.0,6483.0
0.0,27.0,73.0,0.0,5139.0
0.0,21.0,79.0,0.0,4349.0
0.0,20.0,80.0,0.0,5288.0
0.0,18.0,82.0,0.0,5691.0
0.0,24.0,76.0,0.0,5003.0
0.0,22.0,78.0,0.0,5476.0
0.0,21.0,79.0,0.0,4834.0
0.0,27.0,73.0,0.0,5116.0
0.0,20.0,80.0,0.0,5451.0
0.0,18.0,82.0,0.0,5633.0
0.0,30.0,70.0,0.0,5192.0
0.0,28.0,72.0,0.0,4041.0
0.0,20.0,80.0,0.0,3796.0
0.0,18.0,82.0,0.0,5023.0
0.0,26.0,74.0,0.0,5885.0
0.0,25.0,75.0,0.0,5563.0
0.0,21.0,79.0,0.0,4780.0
0.0,21.0,79.0,0.0,5037.0
0.0,26.0,74.0,0.0,6605.0
0.0,22.0,78.0,0.0,6087.0
0.0,19.0,81.0,0.0,4550.0
0.0,19.0,81.0,0.0,5103.0
0.0,24.0,76.0,0.0,5734.0
0.0,22.0,78.0,0.0,4071.0
0.0,20.0,80.0,0.0,4633.0
0.0,23.0,77.0,0.0,4716.0
0.0,30.0,70.0,0.0,3912.0
0.0,27.0,73.0,0.0,4036.0
0.0,21.0,79.0,0.0,5829.0
0.0,24.0,76.0,0.0,4466.0
0.0,30.0,70.0,0.0,4785.0
0.0,21.0,79.0,0.0,4660.0
0.0,23.0,77.0,0.0,6990.0
0.0,25.0,75.0,0.0,5450.0
0.0,22.0,78.0,0.0,4285.0
0.0,25.0,75.0,0.0,5190.0
0.0,26.0,74.0,0.0,5644.0
0.0,21.0,79.0,0.0,6420.0
0.0,22.0,78.0,0.0,4978.0
0.0,26.0,74.0,0.0,5421.0
0.0,24.0,76.0,0.0,4527.0
0.0,22.0,78.0,0.0,4807.0
0.0,20.0,80.0,0.0,4659.0
0.0,24.0,76.0,0.0,5321.0
0.0,21.0,79.0,0.0,5791.0
0.0,18.0,82.0,0.0,4861.0
0.0,27.0,73.0,0.0,5014.0
0.0,25.0,75.0,0.0,4592.0
0.0,15.0,85.0,0.0,4996.0
0.0,21.0,79.0,0.0,5411.0
0.0,24.0,76.0,0.0,5695.0
0.0,20.0,80.0,0.0,5158.0
0.0,20.0,80.0,0.0,4562.0
0.0,19.0,81.0,0.0,6146.0
0.0,21.0,79.0,0.0,6501.0
0.0,21.0,79.0,0.0,5841.0
0.0,19.0,81.0,0.0,4739.0
0.0,20.0,80.0,0.0,5048.0
0.0,18.0,82.0,0.0,5415.0
0.0,20.0,80.0,0.0,4874.0
0.0,19.0,81.0,0.0,5092.0
0.0,21.0,79.0,0.0,4970.0
0.0,23.0,77.0,0.0,5412.0
0.0,18.0,82.0,0.0,5456.0
0.0,20.0,80.0,0.0,5233.0
0.0,26.0,74.0,0.0,6000.0
0.0,28.0,72.0,0.0,6440.0
0.0,26.0,74.0,0.0,5235.0
0.0,24.0,76.0,0.0,5472.0
0.0,23.0,77.0,0.0,6444.0
0.0,27.0,73.0,0.0,4448.0
0.0,22.0,78.0,0.0,5216.0
0.0,18.0,82.0,0.0,5158.0
0.0,24.0,76.0,0.0,5085.0
0.0,26.0,74.0,0.0,5284.0
0.0,18.0,82.0,0.0,4170.0
0.0,23.0,77.0,0.0,5228.0
0.0,28.0,72.0,0.0,5198.0
0.0,23.0,77.0,0.0,4812.0
0.0,23.0,77.0,0.0,5736.0
0.0,25.0,75.0,0.0,5382.0
0.0,29.0,71.0,0.0,3940.0
0.0,16.0,84.0,0.0,5024.0
0.0,23.0,77.0,0.0,5069.0
0.0,21.0,79.0,0.0,6420.0
0.0,29.0,71.0,0.0,5597.0
0.0,22.0,78.0,0.0,5223.0
0.0,27.0,73.0,0.0,5477.0
0.0,18.0,82.0,0.0,4873.0
0.0,21.0,79.0,0.0,4212.0
0.0,27.0,73.0,0.0,5532.0
0.0,21.0,79.0,0.0,4014.0
0.0,17.0,83.0,0.0,5829.0
0.0,21.0,79.0,0.0,5717.0
0.0,22.0,78.0,0.0,5790.0
0.0,30.0,70.0,0.0,5814.0
0.0,27.0,73.0,0.0,4575.0
0.0,16.0,84.0,0.0,4220.0
0.0,21.0,79.0,0.0,4937.0
0.0,26.0,74.0,0.0,5101.0
0.0,28.0,72.0,0.0,5403.0
0.0,18.0,82.0,0.0,4316.0
0.0,22.0,78.0,0.0,4037.0
0.0,22.0,78.0,0.0,5172.0
0.0,23.0,77.0,0.0,6263.0
0.0,24.0,76.0,0.0,5977.0
0.0,20.0,80.0,0.0,5190.0
0.0,22.0,78.0,0.0,5004.0
