inf_prop,diag_prop,i0,beta_measure,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,total_immunized
0.55,0.5,5.0,1.0,0.0,0.0,3.0,3.0,7.0,16.0,40.0,76.0,145.0,227.0,325.0,399.0,462.0,519.0,553.0,586.0,621.0,653.0,674.0,695.0,713.0,729.0,744.0,754.0,759.0,761.0,761.0
0.55,0.5,5.0,1.0,0.0,2.0,3.0,5.0,13.0,28.0,51.0,87.0,144.0,207.0,278.0,332.0,398.0,457.0,499.0,533.0,573.0,605.0,635.0,658.0,669.0,679.0,694.0,702.0,712.0,718.0,718.0
0.55,0.5,5.0,1.0,0.0,1.0,4.0,13.0,39.0,64.0,126.0,194.0,279.0,364.0,437.0,496.0,539.0,573.0,608.0,631.0,651.0,678.0,702.0,720.0,733.0,747.0,754.0,763.0,769.0,773.0,773.0
0.55,0.5,5.0,1.0,0.0,2.0,13.0,22.0,52.0,89.0,158.0,218.0,282.0,351.0,412.0,467.0,515.0,560.0,591.0,618.0,639.0,665.0,683.0,698.0,711.0,719.0,728.0,736.0,742.0,748.0,748.0
0.55,0.5,5.0,1.0,0.0,3.0,4.0,7.0,8.0,8.0,11.0,21.0,46.0,73.0,133.0,197.0,270.0,337.0,409.0,466.0,514.0,564.0,608.0,640.0,661.0,688.0,711.0,727.0,743.0,755.0,755.0
0.55,0.5,5.0,1.0,0.0,1.0,5.0,19.0,44.0,84.0,138.0,218.0,290.0,341.0,395.0,446.0,486.0,537.0,573.0,605.0,628.0,651.0,671.0,687.0,698.0,708.0,713.0,727.0,733.0,737.0,737.0
0.55,0.5,5.0,1.0,0.0,1.0,4.0,11.0,17.0,22.0,33.0,61.0,118.0,201.0,279.0,340.0,405.0,477.0,531.0,571.0,604.0,630.0,665.0,681.0,703.0,718.0,733.0,747.0,756.0,761.0,761.0
0.55,0.5,5.0,1.0,0.0,2.0,9.0,18.0,34.0,60.0,124.0,198.0,278.0,345.0,417.0,464.0,524.0,572.0,607.0,634.0,659.0,682.0,700.0,707.0,718.0,725.0,731.0,743.0,751.0,755.0,755.0
0.55,0.5,5.0,1.0,0.0,4.0,9.0,19.0,70.0,115.0,181.0,249.0,330.0,403.0,466.0,513.0,563.0,604.0,638.0,654.0,667.0,679.0,698.0,713.0,729.0,743.0,753.0,760.0,762.0,766.0,766.0
0.55,0.5,5.0,1.0,0.0,1.0,4.0,10.0,37.0,87.0,142.0,220.0,280.0,348.0,426.0,478.0,530.0,575.0,609.0,646.0,670.0,689.0,711.0,726.0,739.0,750.0,758.0,768.0,769.0,772.0,772.0
0.55,0.5,5.0,1.0,0.0,7.0,17.0,35.0,89.0,149.0,224.0,309.0,378.0,427.0,484.0,525.0,571.0,613.0,638.0,657.0,675.0,696.0,708.0,716.0,725.0,733.0,743.0,746.0,752.0,756.0,756.0
0.55,0.5,5.0,1.0,0.0,2.0,3.0,5.0,7.0,14.0,26.0,58.0,127.0,212.0,286.0,345.0,405.0,449.0,491.0,543.0,587.0,614.0,641.0,666.0,684.0,696.0,713.0,724.0,735.0,743.0,743.0
0.55,0.5,5.0,1.0,0.0,1.0,12.0,39.0,97.0,173.0,255.0,318.0,396.0,443.0,497.0,540.0,581.0,620.0,659.0,688.0,709.0,722.0,738.0,753.0,759.0,765.0,775.0,780.0,784.0,785.0,785.0
0.55,0.5,5.0,1.0,0.0,4.0,9.0,23.0,62.0,130.0,202.0,280.0,351.0,412.0,462.0,514.0,549.0,591.0,630.0,662.0,683.0,704.0,721.0,733.0,745.0,755.0,761.0,769.0,773.0,779.0,779.0
0.55,0.5,5.0,1.0,0.0,2.0,4.0,7.0,11.0,44.0,79.0,152.0,223.0,302.0,371.0,433.0,493.0,539.0,565.0,594.0,624.0,650.0,672.0,691.0,702.0,717.0,728.0,731.0,740.0,743.0,743.0
0.55,0.5,5.0,1.0,0.0,1.0,3.0,4.0,7.0,20.0,50.0,110.0,184.0,256.0,327.0,388.0,437.0,502.0,544.0,573.0,606.0,632.0,649.0,675.0,693.0,712.0,724.0,735.0,740.0,745.0,745.0
0.55,0.5,5.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
