infections,diagnosed,susceptible,steps
31.0,68.0,1.0,43110.0
36.0,64.0,0.0,41997.0
28.0,72.0,0.0,40772.0
27.0,71.0,2.0,40932.0
26.0,73.0,1.0,42297.0
30.0,68.0,2.0,40211.0
29.0,71.0,0.0,42494.0
22.0,77.0,1.0,39106.0
27.0,72.0,1.0,41420.0
29.0,71.0,0.0,41407.0
27.0,72.0,1.0,40137.0
31.0,66.0,3.0,41275.0
27.0,73.0,0.0,41178.0
26.0,72.0,2.0,41285.0
31.0,68.0,1.0,42373.0
26.0,74.0,0.0,41484.0
29.0,71.0,0.0,41160.0
31.0,68.0,1.0,43120.0
33.0,66.0,1.0,40626.0
30.0,70.0,0.0,41999.0
28.0,72.0,0.0,40894.0
30.0,69.0,1.0,42306.0
28.0,72.0,0.0,41286.0
29.0,71.0,0.0,41421.0
28.0,71.0,1.0,41654.0
30.0,70.0,0.0,41428.0
26.0,74.0,0.0,39664.0
33.0,67.0,0.0,42240.0
35.0,65.0,0.0,43235.0
34.0,66.0,0.0,42537.0
27.0,72.0,1.0,40346.0
30.0,69.0,1.0,41294.0
33.0,65.0,2.0,41993.0
26.0,74.0,0.0,41276.0
26.0,73.0,1.0,42670.0
26.0,74.0,0.0,39302.0
28.0,72.0,0.0,42511.0
25.0,72.0,3.0,39590.0
36.0,64.0,0.0,43713.0
28.0,72.0,0.0,41955.0
35.0,65.0,0.0,44320.0
27.0,73.0,0.0,39260.0
29.0,71.0,0.0,42443.0
24.0,74.0,2.0,41271.0
29.0,71.0,0.0,41728.0
32.0,68.0,0.0,43358.0
28.0,72.0,0.0,40534.0
32.0,68.0,0.0,41528.0
20.0,80.0,0.0,40233.0
28.0,71.0,1.0,43245.0
29.0,71.0,0.0,42720.0
31.0,69.0,0.0,44641.0
28.0,71.0,1.0,42328.0
31.0,68.0,1.0,40726.0
28.0,71.0,1.0,41389.0
32.0,67.0,1.0,42413.0
26.0,73.0,1.0,41797.0
31.0,69.0,0.0,41327.0
27.0,73.0,0.0,41604.0
33.0,67.0,0.0,41389.0
30.0,70.0,0.0,42967.0
24.0,76.0,0.0,40339.0
30.0,70.0,0.0,42135.0
30.0,67.0,3.0,41653.0
28.0,71.0,1.0,41710.0
29.0,71.0,0.0,41409.0
31.0,69.0,0.0,42405.0
30.0,70.0,0.0,42172.0
30.0,70.0,0.0,41665.0
27.0,73.0,0.0,40941.0
25.0,74.0,1.0,40441.0
25.0,75.0,0.0,39920.0
30.0,70.0,0.0,41355.0
32.0,67.0,1.0,42318.0
34.0,65.0,1.0,43359.0
32.0,67.0,1.0,42491.0
30.0,69.0,1.0,40119.0
28.0,72.0,0.0,43231.0
30.0,69.0,1.0,41655.0
40.0,60.0,0.0,43134.0
34.0,66.0,0.0,42461.0
27.0,71.0,2.0,42100.0
36.0,63.0,1.0,41367.0
28.0,71.0,1.0,40098.0
26.0,74.0,0.0,39990.0
27.0,72.0,1.0,38800.0
30.0,68.0,2.0,43856.0
26.0,74.0,0.0,40734.0
29.0,71.0,0.0,41515.0
31.0,69.0,0.0,41186.0
28.0,72.0,0.0,40794.0
19.0,81.0,0.0,39616.0
20.0,78.0,2.0,39566.0
28.0,72.0,0.0,40396.0
20.0,80.0,0.0,40025.0
28.0,72.0,0.0,42148.0
29.0,71.0,0.0,41482.0
24.0,76.0,0.0,38626.0
26.0,73.0,1.0,40340.0
25.0,73.0,2.0,40573.0
24.0,75.0,1.0,39789.0
32.0,67.0,1.0,41891.0
25.0,74.0,1.0,39495.0
27.0,72.0,1.0,41847.0
28.0,72.0,0.0,40424.0
30.0,70.0,0.0,42887.0
28.0,71.0,1.0,40553.0
32.0,68.0,0.0,41859.0
26.0,74.0,0.0,39010.0
32.0,67.0,1.0,41192.0
31.0,69.0,0.0,40225.0
29.0,70.0,1.0,40411.0
25.0,74.0,1.0,41558.0
32.0,68.0,0.0,42651.0
26.0,74.0,0.0,41755.0
32.0,67.0,1.0,43495.0
32.0,66.0,2.0,41882.0
27.0,70.0,3.0,39793.0
27.0,73.0,0.0,41591.0
21.0,78.0,1.0,40911.0
24.0,74.0,2.0,40189.0
34.0,66.0,0.0,41300.0
20.0,79.0,1.0,40118.0
27.0,72.0,1.0,40908.0
27.0,73.0,0.0,41897.0
28.0,70.0,2.0,40645.0
28.0,71.0,1.0,42258.0
32.0,68.0,0.0,40149.0
30.0,69.0,1.0,41406.0
25.0,74.0,1.0,39159.0
34.0,66.0,0.0,42940.0
30.0,70.0,0.0,40288.0
29.0,69.0,2.0,41679.0
28.0,70.0,2.0,39035.0
30.0,69.0,1.0,40924.0
26.0,72.0,2.0,40693.0
33.0,66.0,1.0,42282.0
33.0,65.0,2.0,43333.0
36.0,64.0,0.0,44446.0
33.0,67.0,0.0,41198.0
31.0,68.0,1.0,42080.0
34.0,66.0,0.0,42964.0
26.0,73.0,1.0,40073.0
21.0,79.0,0.0,39352.0
35.0,63.0,2.0,42043.0
31.0,69.0,0.0,42098.0
27.0,72.0,1.0,43032.0
32.0,68.0,0.0,41180.0
26.0,73.0,1.0,38487.0
30.0,70.0,0.0,41193.0
43.0,57.0,0.0,43507.0
