infections,diagnosed,susceptible,steps
25.0,75.0,0.0,2768.0
27.0,73.0,0.0,2952.0
23.0,77.0,0.0,3090.0
27.0,73.0,0.0,2710.0
27.0,73.0,0.0,2952.0
31.0,69.0,0.0,3137.0
24.0,76.0,0.0,2778.0
27.0,73.0,0.0,2871.0
34.0,66.0,0.0,3202.0
27.0,73.0,0.0,3023.0
22.0,78.0,0.0,2842.0
24.0,76.0,0.0,2780.0
30.0,70.0,0.0,3047.0
28.0,72.0,0.0,3011.0
27.0,73.0,0.0,2908.0
28.0,72.0,0.0,2872.0
28.0,72.0,0.0,2785.0
22.0,78.0,0.0,2934.0
22.0,78.0,0.0,2845.0
24.0,76.0,0.0,2799.0
19.0,81.0,0.0,2722.0
26.0,74.0,0.0,2960.0
32.0,68.0,0.0,3016.0
25.0,75.0,0.0,2829.0
30.0,70.0,0.0,3080.0
26.0,74.0,0.0,2780.0
24.0,76.0,0.0,2726.0
20.0,80.0,0.0,2966.0
18.0,82.0,0.0,2844.0
28.0,72.0,0.0,3100.0
18.0,82.0,0.0,2853.0
21.0,79.0,0.0,2730.0
22.0,78.0,0.0,2842.0
20.0,80.0,0.0,2954.0
24.0,76.0,0.0,2822.0
23.0,77.0,0.0,2862.0
16.0,84.0,0.0,2826.0
29.0,71.0,0.0,2921.0
25.0,75.0,0.0,2770.0
35.0,65.0,0.0,2997.0
23.0,77.0,0.0,3037.0
26.0,74.0,0.0,2854.0
27.0,73.0,0.0,2818.0
27.0,73.0,0.0,3140.0
27.0,73.0,0.0,2767.0
27.0,73.0,0.0,2890.0
24.0,76.0,0.0,2898.0
20.0,80.0,0.0,2825.0
26.0,74.0,0.0,3024.0
25.0,75.0,0.0,2831.0
23.0,77.0,0.0,3041.0
25.0,75.0,0.0,2832.0
24.0,76.0,0.0,2765.0
29.0,71.0,0.0,2987.0
23.0,77.0,0.0,2966.0
24.0,76.0,0.0,2763.0
24.0,76.0,0.0,2847.0
21.0,79.0,0.0,2903.0
27.0,73.0,0.0,3001.0
27.0,73.0,0.0,2918.0
16.0,84.0,0.0,2759.0
25.0,75.0,0.0,2746.0
28.0,72.0,0.0,2905.0
21.0,79.0,0.0,2756.0
30.0,70.0,0.0,3043.0
23.0,77.0,0.0,2796.0
23.0,77.0,0.0,2882.0
22.0,78.0,0.0,2863.0
27.0,73.0,0.0,2859.0
25.0,75.0,0.0,3055.0
30.0,70.0,0.0,2742.0
29.0,71.0,0.0,3046.0
24.0,76.0,0.0,2792.0
22.0,78.0,0.0,2836.0
28.0,72.0,0.0,2818.0
27.0,73.0,0.0,2722.0
36.0,64.0,0.0,3144.0
22.0,78.0,0.0,3008.0
24.0,76.0,0.0,2800.0
24.0,76.0,0.0,3012.0
20.0,80.0,0.0,2951.0
29.0,71.0,0.0,2865.0
21.0,79.0,0.0,2743.0
20.0,80.0,0.0,2948.0
19.0,81.0,0.0,2743.0
20.0,80.0,0.0,2746.0
27.0,73.0,0.0,3144.0
25.0,75.0,0.0,3006.0
27.0,73.0,0.0,2874.0
34.0,66.0,0.0,3047.0
24.0,76.0,0.0,3028.0
32.0,68.0,0.0,3030.0
31.0,69.0,0.0,2960.0
25.0,75.0,0.0,3020.0
21.0,79.0,0.0,2739.0
25.0,75.0,0.0,2766.0
27.0,73.0,0.0,2954.0
26.0,74.0,0.0,2910.0
24.0,76.0,0.0,2907.0
20.0,80.0,0.0,2666.0
30.0,70.0,0.0,3221.0
22.0,78.0,0.0,2869.0
25.0,75.0,0.0,2857.0
33.0,66.0,1.0,3039.0
22.0,78.0,0.0,2857.0
22.0,78.0,0.0,3065.0
26.0,74.0,0.0,2850.0
31.0,69.0,0.0,3032.0
29.0,71.0,0.0,2698.0
27.0,73.0,0.0,2930.0
26.0,74.0,0.0,3033.0
24.0,76.0,0.0,2871.0
28.0,72.0,0.0,2904.0
25.0,75.0,0.0,2843.0
22.0,78.0,0.0,2866.0
26.0,74.0,0.0,2883.0
30.0,70.0,0.0,2862.0
28.0,72.0,0.0,2768.0
25.0,75.0,0.0,2666.0
28.0,72.0,0.0,2941.0
22.0,78.0,0.0,2670.0
25.0,75.0,0.0,2712.0
24.0,76.0,0.0,2869.0
23.0,77.0,0.0,3105.0
34.0,66.0,0.0,3117.0
26.0,74.0,0.0,2917.0
29.0,71.0,0.0,3035.0
24.0,76.0,0.0,2801.0
22.0,78.0,0.0,2851.0
30.0,70.0,0.0,3006.0
27.0,73.0,0.0,2978.0
23.0,77.0,0.0,2954.0
24.0,76.0,0.0,2732.0
21.0,79.0,0.0,2988.0
25.0,75.0,0.0,3015.0
26.0,74.0,0.0,2955.0
21.0,79.0,0.0,3025.0
26.0,74.0,0.0,2877.0
29.0,71.0,0.0,2886.0
24.0,76.0,0.0,2822.0
26.0,74.0,0.0,2984.0
24.0,76.0,0.0,2925.0
24.0,76.0,0.0,3040.0
23.0,77.0,0.0,3099.0
29.0,71.0,0.0,2954.0
24.0,76.0,0.0,2685.0
29.0,71.0,0.0,2885.0
27.0,73.0,0.0,2757.0
21.0,79.0,0.0,2721.0
29.0,71.0,0.0,2893.0
25.0,75.0,0.0,2858.0
22.0,78.0,0.0,2979.0
24.0,76.0,0.0,2944.0
28.0,72.0,0.0,2949.0
21.0,79.0,0.0,2790.0
28.0,72.0,0.0,2916.0
27.0,73.0,0.0,2938.0
29.0,71.0,0.0,3020.0
31.0,69.0,0.0,3056.0
27.0,73.0,0.0,2906.0
16.0,84.0,0.0,2801.0
24.0,76.0,0.0,2947.0
28.0,72.0,0.0,2879.0
23.0,77.0,0.0,3015.0
27.0,73.0,0.0,2838.0
33.0,67.0,0.0,3017.0
28.0,72.0,0.0,3039.0
20.0,80.0,0.0,3094.0
26.0,74.0,0.0,2933.0
32.0,68.0,0.0,3106.0
25.0,75.0,0.0,2818.0
28.0,72.0,0.0,3101.0
24.0,76.0,0.0,2812.0
25.0,75.0,0.0,2762.0
28.0,72.0,0.0,3035.0
26.0,74.0,0.0,3114.0
21.0,79.0,0.0,2885.0
27.0,73.0,0.0,2943.0
19.0,81.0,0.0,2639.0
21.0,79.0,0.0,2869.0
32.0,68.0,0.0,2976.0
21.0,79.0,0.0,2942.0
24.0,76.0,0.0,2892.0
23.0,77.0,0.0,2566.0
29.0,71.0,0.0,2860.0
20.0,80.0,0.0,2732.0
24.0,76.0,0.0,2984.0
32.0,68.0,0.0,3183.0
32.0,68.0,0.0,3057.0
24.0,76.0,0.0,2849.0
24.0,76.0,0.0,2840.0
31.0,69.0,0.0,3031.0
27.0,73.0,0.0,2899.0
24.0,76.0,0.0,3092.0
29.0,71.0,0.0,2848.0
21.0,79.0,0.0,2947.0
17.0,83.0,0.0,2909.0
27.0,73.0,0.0,2879.0
20.0,80.0,0.0,3046.0
28.0,72.0,0.0,3105.0
21.0,79.0,0.0,2658.0
30.0,70.0,0.0,2783.0
32.0,68.0,0.0,3299.0
19.0,81.0,0.0,2747.0
28.0,72.0,0.0,2851.0
25.0,75.0,0.0,2826.0
20.0,80.0,0.0,2723.0
33.0,67.0,0.0,2991.0
