S,I,D,R,steps
67.0,18.0,15.0,0.0,39.0
74.0,8.0,18.0,0.0,34.0
74.0,10.0,16.0,0.0,36.0
64.0,14.0,22.0,0.0,48.0
66.0,16.0,18.0,0.0,43.0
68.0,11.0,21.0,0.0,45.0
71.0,14.0,15.0,0.0,35.0
77.0,10.0,13.0,0.0,29.0
78.0,6.0,16.0,0.0,29.0
76.0,8.0,16.0,0.0,31.0
71.0,16.0,13.0,0.0,34.0
74.0,12.0,14.0,0.0,31.0
65.0,19.0,16.0,0.0,42.0
86.0,1.0,13.0,0.0,18.0
70.0,12.0,18.0,0.0,41.0
58.0,20.0,22.0,0.0,58.0
65.0,20.0,15.0,0.0,41.0
69.0,15.0,16.0,0.0,38.0
57.0,17.0,26.0,0.0,61.0
68.0,7.0,25.0,0.0,48.0
66.0,16.0,18.0,0.0,43.0
63.0,13.0,24.0,0.0,52.0
73.0,8.0,19.0,0.0,39.0
77.0,12.0,11.0,0.0,25.0
84.0,6.0,10.0,0.0,19.0
62.0,14.0,24.0,0.0,55.0
77.0,6.0,17.0,0.0,31.0
70.0,14.0,16.0,0.0,38.0
70.0,13.0,17.0,0.0,43.0
82.0,5.0,13.0,0.0,21.0
78.0,7.0,15.0,0.0,30.0
75.0,9.0,16.0,0.0,31.0
74.0,5.0,21.0,0.0,39.0
64.0,14.0,22.0,0.0,51.0
82.0,4.0,14.0,0.0,22.0
62.0,22.0,16.0,0.0,44.0
74.0,12.0,14.0,0.0,31.0
79.0,8.0,13.0,0.0,25.0
71.0,13.0,16.0,0.0,38.0
75.0,14.0,11.0,0.0,29.0
85.0,6.0,9.0,0.0,15.0
69.0,12.0,19.0,0.0,43.0
79.0,6.0,15.0,0.0,29.0
71.0,15.0,14.0,0.0,34.0
87.0,4.0,9.0,0.0,15.0
77.0,8.0,15.0,0.0,29.0
72.0,13.0,15.0,0.0,35.0
77.0,9.0,14.0,0.0,27.0
85.0,5.0,10.0,0.0,16.0
71.0,12.0,17.0,0.0,39.0
70.0,8.0,22.0,0.0,45.0
76.0,4.0,20.0,0.0,37.0
74.0,10.0,16.0,0.0,35.0
70.0,10.0,20.0,0.0,41.0
67.0,13.0,20.0,0.0,46.0
67.0,15.0,18.0,0.0,43.0
64.0,20.0,16.0,0.0,43.0
75.0,9.0,16.0,0.0,34.0
77.0,12.0,11.0,0.0,25.0
82.0,8.0,10.0,0.0,19.0
73.0,9.0,18.0,0.0,36.0
72.0,12.0,16.0,0.0,35.0
85.0,3.0,12.0,0.0,18.0
66.0,12.0,22.0,0.0,50.0
79.0,6.0,15.0,0.0,27.0
84.0,4.0,12.0,0.0,19.0
84.0,6.0,10.0,0.0,17.0
68.0,18.0,14.0,0.0,39.0
76.0,11.0,13.0,0.0,28.0
79.0,6.0,15.0,0.0,26.0
75.0,9.0,16.0,0.0,32.0
79.0,7.0,14.0,0.0,26.0
73.0,13.0,14.0,0.0,33.0
73.0,11.0,16.0,0.0,36.0
63.0,18.0,19.0,0.0,48.0
81.0,6.0,13.0,0.0,22.0
75.0,10.0,15.0,0.0,31.0
82.0,7.0,11.0,0.0,19.0
66.0,16.0,18.0,0.0,43.0
69.0,14.0,17.0,0.0,40.0
70.0,7.0,23.0,0.0,43.0
69.0,18.0,13.0,0.0,36.0
79.0,7.0,14.0,0.0,28.0
72.0,13.0,15.0,0.0,35.0
62.0,16.0,22.0,0.0,54.0
75.0,11.0,14.0,0.0,31.0
79.0,9.0,12.0,0.0,25.0
68.0,12.0,20.0,0.0,42.0
63.0,15.0,22.0,0.0,49.0
79.0,9.0,12.0,0.0,26.0
79.0,6.0,15.0,0.0,27.0
76.0,8.0,16.0,0.0,31.0
63.0,20.0,17.0,0.0,46.0
76.0,8.0,16.0,0.0,30.0
80.0,10.0,10.0,0.0,21.0
70.0,11.0,19.0,0.0,41.0
70.0,14.0,16.0,0.0,37.0
82.0,4.0,14.0,0.0,22.0
87.0,2.0,11.0,0.0,14.0
71.0,15.0,14.0,0.0,35.0
75.0,10.0,15.0,0.0,33.0
