inf_prop,diag_prop,i0,beta_measure,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,total_immunized
0.05,0.5,5.0,1.0,1.2571428571428573,1.2571428571428573,1.2571428571428573,1.2571428571428573,1.2571428571428573,1.2571428571428573,1.4842209737906753,1.2142857142857144,1.2133098799757527,1.1904761904761905,1.2142857142857144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2488697414550036,1.3797035907925597,1.2832598132071724,1.2832598132071724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2369757515468307,1.2359807683927597,1.1397572722586213,1.1397572722586213,1.1397572722586213,1.1397572722586213,1.1409055023205794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2488697414550036,1.212211966331833,1.1409055023205794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.1428571428571428,1.0714285714285714,1.0714285714285714,1.2849395031054436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.512915996103032,1.5318539068094306,1.9268263629373346,1.9268263629373346,1.2845517111795226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.5687439277246713,1.6162815337670693,1.6502369666544963,1.6043971423870107,1.1397572722586213,1.1419387831570154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.3571428571428572,1.2844223877419356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2857142857142856,1.2857142857142856,1.2857142857142856,1.2857142857142856,1.1428571428571428,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.1418238620207068,1.1418238620207068,1.1418238620207068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2833891069054995,1.2833891069054995,1.140790581184271,1.140790581184271,1.4272794711029604,1.7113568673677622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2571428571428573,1.2846809955147784,1.4738173270465789,1.498794253173056,1.2831303707773496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2857142857142856,1.2857142857142858,1.2857142857142856,1.2857142857142856,1.1417089127951847,1.1417089127951847,1.1417089127951847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.1785714285714286,1.1785714285714286,0.8555932683785004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.198794302773885,1.2823558260690637,1.2811932515343005,1.2811932515343005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2835184014288499,1.1409055023205794,1.1409055023205794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2571428571428573,1.2488697414550036,1.2833891069054992,1.2844223877419352,1.2844223877419352,1.2844223877419352,1.2844223877419352,1.2844223877419352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2835184014288499,1.2835184014288499,1.2835184014288499,1.2835184014288499,1.1409055023205794,1.1409055023205794,1.1409055023205794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2488697414550036,1.2845517012664358,1.2835184303430864,1.2845517111795224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2571428571428573,1.2571428571428573,1.284422330944254,1.1764401767874084,1.068522597818224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2380952380952381,1.2380952380952381,1.2380952380952381,1.3809523809523812,1.284293018657987,1.284293018657987,1.1415939354707447,1.1415939354707447,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2846809978555465,1.33226173608839,1.33226173608839,1.33226173608839,1.33226173608839,1.4261313005371203,1.4261313005371203,1.4261313005371203,1.4272795305990784,1.4285714285714288,1.4285714285714288,1.4285714285714288,1.4285714285714288,1.4285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.2571428571428573,1.2488697414550036,1.427279461180029,1.2828716643765228,1.2828716643765228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.05,0.5,5.0,1.0,1.2571428571428573,1.25,1.357142857142857,1.3428571428571427,1.425843841832153,1.425843841832153,1.567006678786456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
