S,I,D,R,steps
60.0,15.0,25.0,0.0,57.0
42.0,30.0,28.0,0.0,76.0
61.0,17.0,22.0,0.0,55.0
69.0,12.0,19.0,0.0,44.0
73.0,9.0,18.0,0.0,35.0
65.0,11.0,24.0,0.0,52.0
65.0,14.0,21.0,0.0,49.0
49.0,27.0,24.0,0.0,67.0
61.0,18.0,21.0,0.0,52.0
59.0,20.0,21.0,0.0,54.0
66.0,14.0,20.0,0.0,47.0
62.0,19.0,19.0,0.0,48.0
53.0,28.0,19.0,0.0,61.0
63.0,18.0,19.0,0.0,49.0
58.0,23.0,19.0,0.0,56.0
51.0,20.0,29.0,0.0,70.0
68.0,13.0,19.0,0.0,45.0
55.0,23.0,22.0,0.0,62.0
57.0,18.0,25.0,0.0,62.0
66.0,16.0,18.0,0.0,43.0
57.0,23.0,20.0,0.0,54.0
55.0,21.0,24.0,0.0,61.0
32.0,36.0,32.0,0.0,95.0
55.0,20.0,25.0,0.0,66.0
47.0,28.0,25.0,0.0,72.0
52.0,19.0,29.0,0.0,69.0
39.0,33.0,28.0,0.0,82.0
61.0,18.0,21.0,0.0,51.0
64.0,18.0,18.0,0.0,46.0
60.0,16.0,24.0,0.0,57.0
55.0,25.0,20.0,0.0,59.0
60.0,19.0,21.0,0.0,55.0
68.0,17.0,15.0,0.0,41.0
52.0,26.0,22.0,0.0,62.0
66.0,18.0,16.0,0.0,42.0
60.0,20.0,20.0,0.0,52.0
43.0,24.0,33.0,0.0,84.0
75.0,11.0,14.0,0.0,30.0
72.0,16.0,12.0,0.0,35.0
71.0,14.0,15.0,0.0,35.0
52.0,22.0,26.0,0.0,69.0
67.0,16.0,17.0,0.0,42.0
60.0,16.0,24.0,0.0,57.0
66.0,15.0,19.0,0.0,48.0
40.0,30.0,30.0,0.0,84.0
65.0,18.0,17.0,0.0,45.0
52.0,27.0,21.0,0.0,66.0
68.0,13.0,19.0,0.0,43.0
61.0,21.0,18.0,0.0,49.0
38.0,28.0,34.0,0.0,92.0
49.0,24.0,27.0,0.0,74.0
63.0,21.0,16.0,0.0,45.0
63.0,15.0,22.0,0.0,52.0
70.0,14.0,16.0,0.0,40.0
59.0,16.0,25.0,0.0,62.0
52.0,20.0,28.0,0.0,71.0
76.0,8.0,16.0,0.0,33.0
56.0,19.0,25.0,0.0,60.0
61.0,24.0,15.0,0.0,48.0
51.0,20.0,29.0,0.0,69.0
69.0,9.0,22.0,0.0,46.0
55.0,22.0,23.0,0.0,60.0
72.0,11.0,17.0,0.0,36.0
52.0,20.0,28.0,0.0,69.0
54.0,19.0,27.0,0.0,66.0
61.0,16.0,23.0,0.0,54.0
45.0,28.0,27.0,0.0,78.0
62.0,18.0,20.0,0.0,49.0
61.0,21.0,18.0,0.0,51.0
52.0,20.0,28.0,0.0,71.0
57.0,18.0,25.0,0.0,60.0
44.0,27.0,29.0,0.0,76.0
54.0,22.0,24.0,0.0,62.0
52.0,22.0,26.0,0.0,68.0
49.0,24.0,27.0,0.0,71.0
77.0,12.0,11.0,0.0,25.0
47.0,27.0,26.0,0.0,72.0
55.0,20.0,25.0,0.0,68.0
64.0,15.0,21.0,0.0,49.0
39.0,30.0,31.0,0.0,84.0
55.0,21.0,24.0,0.0,61.0
66.0,16.0,18.0,0.0,46.0
52.0,28.0,20.0,0.0,62.0
46.0,28.0,26.0,0.0,71.0
64.0,16.0,20.0,0.0,53.0
65.0,11.0,24.0,0.0,51.0
53.0,29.0,18.0,0.0,56.0
54.0,28.0,18.0,0.0,57.0
55.0,22.0,23.0,0.0,63.0
55.0,14.0,31.0,0.0,73.0
60.0,19.0,21.0,0.0,55.0
69.0,11.0,20.0,0.0,43.0
48.0,18.0,34.0,0.0,79.0
61.0,18.0,21.0,0.0,50.0
53.0,22.0,25.0,0.0,65.0
53.0,23.0,24.0,0.0,63.0
57.0,23.0,20.0,0.0,57.0
59.0,20.0,21.0,0.0,52.0
63.0,17.0,20.0,0.0,51.0
45.0,25.0,30.0,0.0,78.0
69.0,7.0,24.0,0.0,49.0
62.0,17.0,21.0,0.0,53.0
47.0,22.0,31.0,0.0,77.0
67.0,16.0,17.0,0.0,42.0
62.0,21.0,17.0,0.0,47.0
78.0,3.0,19.0,0.0,31.0
56.0,20.0,24.0,0.0,58.0
54.0,25.0,21.0,0.0,58.0
48.0,25.0,27.0,0.0,75.0
54.0,22.0,24.0,0.0,63.0
54.0,23.0,23.0,0.0,62.0
61.0,22.0,17.0,0.0,50.0
63.0,20.0,17.0,0.0,48.0
58.0,16.0,26.0,0.0,60.0
63.0,19.0,18.0,0.0,47.0
50.0,21.0,29.0,0.0,73.0
55.0,19.0,26.0,0.0,63.0
69.0,15.0,16.0,0.0,40.0
