infections,diagnosed,susceptible,steps
4.0,6.0,90.0,4339.0
3.0,7.0,90.0,4315.0
3.0,8.0,89.0,4177.0
2.0,8.0,90.0,4231.0
4.0,6.0,90.0,4237.0
5.0,6.0,89.0,4396.0
4.0,8.0,88.0,4122.0
3.0,8.0,89.0,4113.0
3.0,7.0,90.0,4338.0
0.0,10.0,90.0,4052.0
4.0,6.0,90.0,4320.0
2.0,8.0,90.0,4104.0
1.0,9.0,90.0,4060.0
1.0,10.0,89.0,4078.0
5.0,6.0,89.0,4366.0
5.0,5.0,90.0,4155.0
3.0,7.0,90.0,4149.0
5.0,6.0,89.0,4343.0
3.0,7.0,90.0,4217.0
3.0,8.0,89.0,4395.0
4.0,6.0,90.0,4109.0
1.0,9.0,90.0,4200.0
2.0,8.0,90.0,4339.0
2.0,8.0,90.0,4226.0
2.0,8.0,90.0,4190.0
3.0,7.0,90.0,4354.0
1.0,9.0,90.0,4139.0
3.0,7.0,90.0,4200.0
1.0,10.0,89.0,4231.0
1.0,9.0,90.0,4143.0
1.0,9.0,90.0,4250.0
1.0,9.0,90.0,4252.0
3.0,7.0,90.0,4219.0
5.0,5.0,90.0,4240.0
3.0,8.0,89.0,4189.0
2.0,9.0,89.0,3944.0
1.0,10.0,89.0,4085.0
1.0,10.0,89.0,4124.0
3.0,7.0,90.0,4247.0
4.0,6.0,90.0,4318.0
3.0,7.0,90.0,4229.0
3.0,7.0,90.0,4067.0
2.0,8.0,90.0,4257.0
2.0,8.0,90.0,3961.0
3.0,8.0,89.0,4149.0
1.0,9.0,90.0,4056.0
0.0,10.0,90.0,4149.0
2.0,9.0,89.0,4127.0
2.0,9.0,89.0,4281.0
2.0,8.0,90.0,4266.0
2.0,8.0,90.0,4285.0
2.0,8.0,90.0,4196.0
1.0,9.0,90.0,4065.0
4.0,7.0,89.0,4218.0
1.0,9.0,90.0,4179.0
1.0,9.0,90.0,4214.0
1.0,9.0,90.0,4199.0
3.0,7.0,90.0,4377.0
4.0,6.0,90.0,4241.0
1.0,10.0,89.0,4165.0
1.0,9.0,90.0,4092.0
3.0,7.0,90.0,4191.0
2.0,9.0,89.0,4017.0
0.0,10.0,90.0,4244.0
3.0,7.0,90.0,4016.0
4.0,7.0,89.0,4329.0
0.0,10.0,90.0,4133.0
3.0,7.0,90.0,4169.0
2.0,10.0,88.0,4221.0
2.0,8.0,90.0,4101.0
